,A2058_SKIN ,A2780_OVARY ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,LOVO_LARGE_INTESTINE ,MDAMB436_BREAST ,NCIH1650_LUNG ,NCIH2122_LUNG ,NCIH460_LUNG ,OVCAR4_OVARY ,SKMES1_LUNG ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE 
134,0.23454994,0.32301086,0.08746796,-0.15764722,0.26035154,1.8214738,-0.53689736,0.26641652,0.63234574,0.2671019,-0.1138742,0.85820025,0.53830266,-0.07799336,-0.1261721
135,-0.04866372,-0.81230235,0.7199535,-1.3098738,-1.2191838,0.5715765,-0.36007085,-0.32673445,-0.86670035,0.48629978,0.24903268,-0.27982098,-0.7320053,0.050007626,-0.5350168
136,-0.021077955,-0.23158458,-0.29075372,-0.77724075,0.46287352,-0.31812322,0.4612796,0.011186673,-0.94219184,0.13952084,-0.5480298,-0.27299514,-0.36953232,0.4360424,0.018456545
137,2.1379664,2.759413,0.31567058,0.16505773,1.0085577,1.5203623,1.2388555,2.572231,1.9858009,-1.3250362,1.054809,1.7721059,0.53279394,3.984853,1.240619
138,-0.119007364,-0.3310501,-0.2501918,0.41574857,0.45724788,-0.35902897,-0.3301198,0.4174871,-0.21671826,0.08061304,0.3115675,-0.5938102,-0.12274221,0.0872566,-0.15546097
139,1.53108,-0.18687536,0.08245617,0.8233758,1.0029321,0.55453247,-0.24775432,0.40158495,0.116846435,0.06976602,-1.9847924,2.2157862,-1.202449,1.2081119,0.35097808
140,1.6644112,0.91578496,0.57962394,0.087608546,1.306715,0.41817993,3.1914349,0.092287704,0.60538447,2.0141222,0.6549963,1.4801111,1.5739397,-0.4178394,2.0354621
141,2.4598002,2.2419913,1.7490374,-0.20928001,1.3010894,0.8329187,0.72047156,1.9202423,1.2201011,-0.12824188,0.009657663,1.2070771,-0.4852152,-0.39083055,0.08554423
142,1.5540681,-0.8931808,-0.63322484,-0.5523663,-0.90414965,-2.4452214,-0.64978987,0.13204312,-2.0044656,-0.36949083,-0.9955124,-0.5877428,-0.23715807,-0.5541029,-1.0819272
143,1.1816605,3.3170223,0.42592958,-0.07951863,1.0310601,0.66247815,1.8666761,1.7373672,1.6730503,-0.6923812,1.1829541,3.3610127,0.067308195,1.661872,1.2005123
144,-0.50934565,-0.5510798,0.18202338,-0.09174747,-0.24539077,-0.9322773,-0.9400848,-0.5229672,-0.6747361,-0.008798706,-1.113406,-0.09438535,-0.37228668,-1.0728794,0.031217784
145,1.4069443,2.4680493,0.5228238,0.0318995,2.7074919,-0.28744394,2.2813833,1.6578563,1.6676581,-1.5035447,0.9369155,1.6545496,1.5904658,2.650663,0.70100075
146,-0.30245256,-0.39484864,-0.19786891,-0.11212882,-0.22007552,-0.30960122,0.07709958,0.15033066,0.08611059,-6.310148,1.2239605,-0.14595844,0.15710013,1.8582757,-0.09030571
147,0.6529338,0.55911577,0.42258838,0.57200575,1.1098187,0.7363357,0.5131181,1.6340032,1.2416701,-0.30123758,1.7467926,0.5510369,1.2048563,0.8559398,0.7338153
148,2.3264692,1.5336766,1.3080014,0.69429386,2.0380442,1.6339893,1.2676545,2.1667259,2.1960988,1.3184643,1.3162249,1.2525827,1.4307134,1.546739,0.99997836
149,-0.38976148,0.57418627,1.4951075,-0.37450495,0.16696644,2.2930262,3.0935178,-1.0216593,0.7347985,1.6571054,-0.9083738,1.5900832,2.995186,0.10418796,0.18143584
150,0.40006444,0.8856439,-0.26813394,-0.064572304,0.17034182,-0.08064272,0.89902604,1.0933294,0.7941133,-1.6584271,-0.06005326,1.6242125,-0.3243609,0.24776582,0.28899488
151,-0.23762608,-0.9981721,-0.710072,-0.6372887,-0.9491546,-1.195324,-1.2263479,-0.4157866,-0.73620784,-0.2277341,-0.4737056,-0.60935795,0.1807876,-1.2570925,-0.6006461
152,-0.079008035,-0.45814487,-0.23478897,-0.14338027,0.26035154,-0.3027836,-0.547841,0.052532315,-0.4768405,-0.12902941,-0.8622415,-0.034090314,-1.0812573,0.0784523,0.09757625
153,-1.0114063,-0.93789005,-0.38096562,-0.21131815,-0.53961015,-1.2975883,-0.5668484,-0.39670402,-0.80199325,0.1809978,-0.12566355,-0.90135276,-0.49953786,-1.2570925,-0.32792005
154,0.04466809,-0.110015675,-0.20121008,0.065868445,0.3222333,-0.5066646,0.054060254,-0.3792116,0.8642125,-0.07101416,0.15061726,1.0553916,-0.15854882,-0.1789042,0.27076453
155,0.42305258,-0.36320055,-0.6031541,0.36819208,-0.48391664,-0.5686708,-1.4394614,-1.1115066,-0.62728435,0.19884865,-0.94425434,0.1126655,-0.58547366,0.5105403,-0.17077444
156,-0.4532547,-0.29337376,-0.21434094,-0.061854795,-1.0391643,-0.23574363,-0.69702035,-0.94055825,-0.262822,0.07733164,-0.16190298,-1.3867466,0.24634118,-0.28320134,-0.4084982
157,0.10581649,0.07535183,0.50277674,0.30025417,0.64851856,-0.45856625,0.48431888,-0.10887473,-0.295553,-0.043187838,-0.30609182,-0.115242116,-0.009813693,0.13263263,0.08517961
158,0.73569095,0.08037535,1.6955783,0.50406784,0.6878979,-0.57662475,-0.19188407,2.8982258,0.702445,0.6516827,1.0599347,0.15286219,0.6760204,0.24979757,-0.8741013
159,-0.25141895,0.091929406,2.6210856,0.5991809,0.55850893,0.90677625,0.07133973,1.705563,0.42744014,0.31907937,1.3059734,-0.3943436,0.073367774,-0.30961424,-0.2571863
160,-0.290039,0.5641393,2.8583093,0.3206355,1.2673357,0.7306543,2.0221913,1.8645846,0.702445,1.3158392,2.1824858,1.3170491,1.0230689,0.52408546,1.9698328
161,-0.24268347,0.3531519,-0.4397704,0.69429386,0.22659792,-0.14881894,0.007981704,-0.026978537,-0.37546617,0.19228584,-0.17620397,0.0023142311,0.87433386,0.720489,-0.4566263
162,-0.280384,-0.8796174,0.526165,0.4429237,-1.5567205,0.047187727,0.21360733,-1.019274,-1.0931748,0.722561,-0.16000643,-0.83688635,-1.2520273,0.8423947,-0.40412292
163,-0.77416885,-0.3134678,-0.2750836,0.40895477,-0.1036254,-1.5134797,-0.43068627,-1.5861864,-0.057862524,-0.2277341,-0.19158138,-0.5429955,-0.03074679,-0.2940374,-0.61158425
164,-0.52727646,-0.5440469,-0.32750675,-0.45351672,-0.79951334,-0.5069884,-0.5374734,-1.0638001,-0.324779,-0.04607548,-0.28661376,-0.5922933,-1.1749054,-0.3564802,-0.24551888
165,0.24374522,-0.07284169,0.0032701849,-0.3642463,0.41786864,-0.20165552,0.07652358,0.9104544,0.21013239,-0.26973608,-0.7956061,-0.692785,0.3179544,0.5308579,0.12856784
166,-0.5249776,-0.7248932,-0.26509348,-1.1400291,-0.8377674,-0.615258,-0.6330864,-0.45395184,-1.4490635,-0.2513602,-1.3030607,-0.32267216,-1.125327,-0.42596647,0.50046694
167,-0.74428433,-0.19491298,-0.9239075,-0.52790874,-0.11993966,-0.6959331,-0.9383569,-0.093767665,-0.535616,-2.9499884,-0.8109835,-0.10348648,-0.43122983,-0.6407914,-0.2681245
168,-0.01050344,0.39334002,0.2622117,0.6535312,0.8679175,-0.2982385,-0.08878328,0.6719218,-0.11124582,0.4364224,-0.37631533,1.1843243,-0.7143774,0.27417868,-0.18025424
169,0.09662121,-0.4273005,-0.26105064,0.42933613,0.39536622,-0.6010546,-0.4254333,-0.22973123,-0.49139956,0.026902989,0.1706079,-0.8899763,-1.0592226,0.010049663,0.12929705
170,0.6483362,-0.5058682,-0.34287617,0.08353228,-0.47660333,0.4920376,-0.740795,-0.6702213,-1.0823904,-0.09437776,-1.4414574,0.46760976,-1.1418531,0.8627124,0.36920843
171,-0.2642923,0.07836595,0.56625915,2.263659,0.09327095,0.90109485,0.5131181,0.4174871,-0.18835503,0.87481827,-0.20065406,0.13503914,0.9514558,-1.1216416,1.244265
172,-0.96543,0.29286978,0.29228234,0.17796597,0.99730647,2.5259616,0.6571136,0.97406316,1.1661787,0.3471682,-0.04262553,0.14376104,0.16701582,0.61890095,0.12747401
173,0.009726132,-0.31196076,-0.03415104,0.4700989,0.13715072,-0.40561604,-1.2090685,-0.080250815,0.24572125,0.34454307,-0.26713574,0.64204824,-0.13651398,-0.03803537,-0.77201134
174,-0.63761944,-0.17682834,-0.30177963,0.36139825,-0.47266537,0.5943019,-0.28980106,-0.535689,0.6107767,0.16944726,0.7882672,0.015207495,0.76415974,-0.4762187,-0.08290418
175,0.65753144,0.19742312,2.1065438,0.4700989,0.39536622,-0.67207146,1.5671653,0.06763938,0.16861206,-0.23298435,-0.74434805,0.5586211,-0.1398192,-0.69632626,0.1416937
176,1.494299,-0.043202978,-0.3732809,0.082852915,0.4009918,-0.6982057,0.060396094,0.36978063,-0.069725476,0.28889045,0.2751743,-0.083008915,0.41711116,-0.11253334,-0.12747373
177,-2.5516107,-1.2091595,-1.4451318,0.31384173,-2.529951,-1.8145913,-0.6803169,-0.8356039,-0.54154754,-0.2828617,0.045538303,-1.8569721,-0.15083662,-0.46443447,-1.1913093
178,0.09662121,0.7500091,-0.1738124,-0.10873194,0.45724788,-0.7913798,0.7780698,0.1145508,1.0799026,-1.2016554,-0.38092858,1.692471,0.15269317,0.0384943,0.23722069
179,-0.12636356,-0.14718963,0.8536008,0.57200575,0.32785892,0.5488511,-0.1913081,-0.13272797,0.15459219,0.42329678,0.05220183,0.86957663,0.75865096,0.13195536,0.0013200179
180,0.69891006,0.8605263,0.7934595,1.237797,1.1266954,0.80451196,1.2906939,0.6401175,1.5328518,0.13217048,-0.2943025,1.7721059,0.9018774,-0.10034274,0.13330774
181,-0.41440475,0.091929406,2.109885,-0.67193705,0.88479424,-0.26983175,-0.26100194,0.6401175,-0.6315981,-0.11170359,-0.87249315,-1.1326733,-0.42131418,0.95752794,0.35462415
182,2.0781975,3.1663172,0.82353014,-0.26498908,1.2279565,0.09434294,2.8285663,0.43338925,3.290726,-0.7107571,-1.0108899,3.069018,3.2155344,-0.5026316,2.917811
183,0.34949055,0.51892775,1.1275775,1.2106218,0.53038085,1.0204033,-0.3710721,0.36978063,0.44361693,0.44954804,0.63961893,0.39176697,0.75865096,0.45636004,0.061844774
184,0.7081053,-0.121569745,0.039020844,0.19155353,1.9536601,0.28750888,-0.046736587,1.0138186,0.8696048,-0.12824188,-0.43885013,0.11569921,0.29041088,2.1427224,1.1968662
185,0.08282837,-0.6932451,0.09849386,-0.44312224,-0.53398454,-0.82660425,0.14909734,-0.35615346,-0.03251894,-6.808922,0.22237852,-0.6472794,-0.61577153,-0.18838577,-0.77201134
186,0.55638367,-0.8072787,-0.6031541,-0.02788585,-0.047931846,0.4295427,-0.4638628,-0.096948095,-1.567693,-0.07048913,-0.5628946,0.68755394,-1.1473619,-0.7586337,0.22300105
187,-0.16958123,-0.98812515,-1.4718612,-0.1583266,-1.2923168,-1.3828086,-0.12622212,-0.6017625,-1.0392523,0.7986896,0.5524802,-1.1857632,-0.8278568,0.15024121,0.056011066
188,3.048296,-0.0075360592,0.12856448,-0.18753988,-1.7029864,1.145393,1.1178993,2.0872152,1.300985,1.4313447,1.0086768,1.1350265,1.6620791,2.98929,0.9562256
189,0.6161528,-0.45884815,0.18870574,0.6807063,0.62039053,0.9579084,-0.45885178,1.1569381,0.0030699153,0.16262193,-0.055440042,0.22112069,0.6154246,-0.0062044496,0.4567141
190,-0.63807917,-0.85098326,-0.0037462965,-0.7853933,-0.93790334,-0.80103815,-1.4625006,-0.85548156,-0.16894293,-0.095427826,-0.011358123,-0.72691435,-0.17121884,-1.2977277,-0.2845318
191,0.08282837,-0.39499936,-0.5279776,-1.4389559,0.28285402,-0.92034656,-0.7523147,-1.0089376,-1.1309206,-0.16263099,0.09628375,-1.5080951,-0.9545571,-0.36277866,-0.77565736
192,-0.3417163,-0.6872169,-3.2493696,-0.27789727,-0.43103588,-1.6839203,-0.7649862,-0.71315724,-0.7469923,-0.011423828,-0.718719,-0.6169422,0.20502588,-0.44601318,-0.69544387
193,-0.49555284,-0.43302733,-0.23853108,-0.41465625,-0.30957896,-0.26699108,-0.66418934,-0.2193948,-0.16948213,0.11038195,0.2521082,-0.55247587,-1.031679,-0.48773202,-0.077435076
194,-1.0527849,-0.5581127,-1.4618376,-0.4537885,-1.0954204,-0.38914013,-0.15962908,-0.7282643,-2.144664,-0.41411793,-1.9130312,-1.0530384,-0.8498916,-0.31435502,-1.1147418
195,-0.4000142,-0.7053015,-0.5269753,-0.16512038,-0.7303183,0.4465867,-0.2782814,0.33797625,-0.24971883,-0.09569033,-0.019559413,0.17940716,0.056290787,-0.9448785,-0.431833
196,-0.85508704,-0.7093203,-0.76018965,-0.8315911,-0.72019225,-1.2350935,-0.32435998,-0.7234936,-0.70169735,-0.113803685,-0.9698834,-1.2388531,-0.49017304,-0.7525384,-0.21598572
197,-0.2849816,-0.12609088,-0.104984075,-0.3467863,0.33911014,0.10002426,-0.36007085,0.37773168,0.85342807,-0.0061735776,0.0055570244,1.4308133,0.05794341,-0.7579564,0.06804309
198,-0.13326,0.000501548,0.0019337137,1.7337435,0.8679175,1.5146809,0.3921618,1.4670303,0.89656603,0.54930276,0.64987046,0.20595214,0.7311075,0.76789683,0.79215246
199,0.24834283,-0.2230446,-0.09763348,0.6739126,0.31660765,0.4295427,-0.41711038,0.95816094,0.6916605,0.27103958,0.81902206,0.41831198,0.9128948,0.41572478,0.074241415
200,-0.33996922,-1.8320746,-1.0642371,-0.13386895,-0.81245226,-0.77206326,-1.8138497,-2.7072895,-1.0608213,-0.3642406,-2.7587888,-0.07201172,-0.660943,-1.5144491,-0.651691
201,1.6965946,3.6988091,2.0430613,-0.4830697,1.8974041,2.3952904,1.9012349,0.37773168,-0.30908754,1.4969728,3.1666403,1.0629756,1.6125007,0.2240619,1.5104282
202,-0.9516371,-0.66862994,-0.97402525,-0.77520263,-0.81076455,-0.6550274,-1.3069854,-0.6216402,-0.7561591,-0.23298435,-0.39323047,-0.30598676,-1.257536,-0.96993685,-0.31187734
203,0.08742597,0.012557959,-0.22570094,-0.23102014,-0.10868843,-0.24824259,-0.6192628,-0.111260034,-0.2742536,-0.0361,-0.5495675,-0.046604373,0.14938796,-0.59744716,-0.52043253
204,-0.40672672,-0.40645292,1.909414,0.53803676,0.29410523,2.7304902,1.7802787,-0.44361544,1.5328518,2.426267,0.42946094,0.46760976,1.9870927,-0.004849943,-0.23603909
205,-0.98841816,-0.813307,-1.0308254,1.8220628,-1.0897949,-0.69195616,1.5556456,0.7991392,0.4328324,-0.058413558,1.5571377,-0.9468584,1.7997968,-0.38411215,1.2369729
206,-0.3047514,-0.22455168,0.37247068,-0.53674066,0.25472596,-0.46441802,-0.097998984,0.17656924,-0.8720925,-0.41411793,-0.10516034,-0.23047462,-0.9380309,-0.07189807,-0.74284273
207,-0.38496616,-1.5708522,-2.8049924,0.44971752,-1.3148192,-0.13916066,-2.3898318,-2.19842,-1.7456374,-0.05815105,-1.8925279,-1.2009318,-0.6245855,-0.43930838,-0.97254515
208,-0.8458918,-0.8750962,-0.76018965,-0.6637845,-1.0391643,-0.5197544,-1.1975487,-1.2363386,-0.48870346,0.05724943,-0.94425434,-0.4671527,-0.2514807,-1.2503201,-1.0345283
209,0.057541426,-0.4149427,-0.23515648,-0.24868399,-0.09293674,-0.90841573,-0.4639204,-0.0102812555,-0.27533206,0.16340946,-0.30096602,-0.70416147,-1.3952538,-0.09966551,-0.356724
210,1.4437252,0.6043273,0.46268257,0.8709324,1.2167052,1.0147219,0.80110914,0.783237,0.9666654,0.88531876,1.1932057,0.82407093,0.9679818,0.8288497,0.12966166
211,2.8460004,3.1060348,1.1843777,1.5435176,1.8130199,1.5828571,2.4368982,3.2639756,3.1720963,0.20593648,3.9252586,3.175198,1.7281834,3.6326811,2.8886423
212,0.40925974,0.4586456,1.1843777,0.8505511,0.65976983,2.5259616,0.123178154,1.4511282,0.33037958,0.806565,1.3213508,0.03796035,0.6209333,0.8423947,0.70100075
213,-0.7493417,0.6043273,-0.28173256,0.55162436,1.2335821,2.3498397,0.7031921,1.339813,1.6514814,0.13138296,0.51147383,0.30833992,-0.35796404,0.1624318,0.39108482
214,0.11501173,-0.03164893,-0.10999585,-0.091068074,0.17709255,0.67384076,-0.11758239,0.119321406,0.35194862,0.058666997,-0.34043473,0.16044647,0.111377865,-0.25949743,-0.27760428
215,-1.5677189,-0.86756086,-0.66663665,-0.50073355,-0.4912299,-1.485073,-0.8801826,-0.6471632,-0.329632,0.19543599,-1.0006382,-0.9999484,-0.38440582,-1.1690495,-0.40886277
216,-0.16498362,0.34310487,0.7934595,0.36139825,0.99730647,0.821556,0.52463764,-0.25756,-0.037911184,0.3007035,-0.87249315,0.24387354,0.5823724,-0.51075864,0.1843527
217,3.7287447,5.205862,0.4960944,0.6671187,4.8621006,1.0828981,2.9783216,3.1367583,4.0186796,1.7043576,2.5054114,2.2802525,1.9760753,2.5761652,2.5349736
218,0.72189814,-0.2968902,-0.4969046,-0.12843393,-0.6971272,-0.56321675,-0.11815838,0.40158495,0.17454354,-0.64512897,0.03989991,-1.5232637,0.09925872,-0.09153844,-0.48980552
219,-0.9516371,-0.13613792,0.4593414,0.89131373,0.45724788,-0.2306304,0.44976002,-0.42612302,0.55146194,0.19963619,0.1024347,1.3322177,0.25350252,0.18952194,-0.03368225
220,0.28512383,-1.0283132,-0.65995425,-0.4640471,-1.0729179,3.2454776e-05,0.6340743,-0.982699,-0.7259625,0.27733988,1.1060671,-0.53654885,-0.86641777,0.80175954,0.4931748
221,0.84143645,-0.023611298,-0.18216535,0.09847863,0.25472596,0.8272373,0.6398341,-0.26630622,0.40587115,0.1531715,-0.08722002,0.19836786,0.7366162,0.15769099,-0.19192165
222,2.7908292,0.5139042,1.6287547,1.2649721,3.8213627,-0.586283,0.72047156,2.1110682,2.4495347,0.17784765,0.13729018,2.716349,-0.82234806,1.6754172,1.2843719
223,-0.071651846,0.07786359,-0.3709421,0.11750122,-0.16831991,-0.7192267,-1.2609068,-0.3482024,-0.7561591,0.1177323,-0.35786244,-0.29991934,-0.22024633,-0.10779255,-0.5897078
224,0.33110008,-0.018587794,0.07644207,0.1412795,-0.46310183,-0.43175027,-0.3583429,0.1654377,-0.43316326,-0.13060449,-0.22643685,-0.15505958,-0.33813268,-0.39274037,-3.2440462
225,-0.90566087,-0.6460241,-0.18784536,-0.026527094,-0.47772843,-0.04144139,-0.2713696,-0.33468556,0.2575842,0.28127757,-0.22530918,-0.27299514,-0.051679883,-0.06918906,-0.14904389
226,2.560948,3.0809174,0.85694194,0.0026861867,2.2968223,1.6737589,2.3217018,2.0554106,2.8593457,-1.1754041,1.9928311,2.5760398,-0.043967687,3.8900378,0.9598716
227,0.6851172,-0.26825622,-0.27107418,0.01967066,-0.05018209,-0.28687578,-0.36571547,-1.363556,-0.19482574,0.10723181,0.3115675,-1.0302855,-0.0759182,0.02833552,-0.2094228
228,-0.22935036,-0.88263136,-2.7916276,-0.16376163,-0.45747626,-1.195324,-1.9060067,-0.44600073,-1.9721118,-0.1773317,-0.82636094,-1.7432079,-0.6978513,-0.3041962,-1.173079
229,0.39086917,0.935879,0.24884701,0.38857338,0.4347455,0.06025481,0.0085577,0.52880234,-0.19913954,0.4757993,0.6242415,0.38039058,0.4336373,0.08861111,0.033040825
230,-0.3428657,-0.29789492,-0.44010454,2.5693796,-0.5587373,-0.45390755,-0.046160616,-0.98031366,0.17130816,0.60180527,0.48584482,0.3045478,0.3179544,-0.9977042,0.53328156
231,0.11041409,-0.5294787,-0.0037462965,0.09168485,-0.32544318,-0.47242877,0.2366466,0.5208512,-0.76694363,0.13138296,-0.5710959,0.19457571,-0.25616312,-0.8378724,0.43483767
232,-0.72773284,-0.9630076,-0.19486184,0.6127684,-0.20207356,-0.49776757,-1.001715,-0.38000673,0.094738215,0.3576687,-1.0570221,0.4827783,-0.041213337,-1.5754019,0.043249812
233,-0.36948594,-0.4489016,-0.8136486,-0.851293,-0.5289215,-1.1044223,-1.0132346,-0.4788387,-1.5838698,-0.3353642,-1.4927154,-0.50659096,-1.4007624,-0.4009487,-0.2827088
234,-0.78704226,-0.26373506,-0.028805153,0.11614247,0.24347477,0.11706833,-0.091663204,-0.47740752,0.24356435,0.05598937,0.012220575,0.25904208,0.10256394,-0.06783455,-0.597
235,-0.51946044,0.37826943,0.8135066,-6.3033085,0.8679175,0.29319027,0.17904837,-0.079455726,0.702445,0.659558,-0.04262553,1.1577792,0.073367774,0.10080167,0.72652316
236,1.0483296,2.121427,0.35242358,0.053639602,0.6091394,-0.31187376,0.81262875,0.9343077,0.99362665,-0.75013393,0.90103495,1.9313759,-0.096300416,1.661872,0.45306802
237,1.103501,0.39836344,0.04703967,0.25269762,0.31098208,0.12843102,-0.023697296,0.8309435,0.5999922,0.33929282,0.04605087,0.025067067,0.20888202,0.42249733,0.32545558
238,0.24374522,0.091929406,2.5275323,-0.11824324,0.042077906,-0.42720518,-0.6227187,0.07320511,-0.80738556,-0.08177716,-0.7141058,-0.19931385,1.116717,0.79498696,-0.80847204
239,-3.5722833,-1.6009933,-3.4331346,-0.79286647,-1.6804839,-0.6822979,-2.3149543,-3.5262513,-2.06378,-1.2436574,-2.748537,-2.0010734,-4.0724854,-2.5980554,-1.1694329
240,-0.61233246,-0.1517108,0.8068242,-0.05302286,-0.0063023455,0.42386132,-0.5098262,-0.19156602,-0.4315456,0.0334658,-0.07543067,-0.46487743,0.028196367,-0.22224846,0.24159601
241,0.30811197,1.1820309,0.0009313683,0.6875001,-0.55198646,0.7192917,-0.42682716,0.22348066,1.0044111,0.32695475,0.24595721,0.41451982,-0.111724794,-0.7620199,0.57703435
242,-0.42392182,-1.8220277,-1.2012256,-1.5340687,-1.2810656,-0.8794408,-0.58873576,-2.2540774,-0.5717441,-0.38261646,-2.5537567,0.33488488,-0.260683,-1.6024921,-0.22583011
243,0.09202361,-0.018587794,0.4493178,0.013556271,0.017887793,0.6340714,0.16752875,-0.74496156,-0.514047,-0.03977517,-0.358375,0.64204824,-0.15138748,-0.19583556,-0.31588802
244,1.2828083,-0.0055266577,-0.31815144,-0.07340424,-0.14019185,-0.2743768,-0.2621539,-0.6004108,-0.25459343,0.5020505,0.38332877,-0.41444197,0.6980552,0.67985374,0.08991951
245,0.26673335,0.08690592,0.12188212,0.21329364,0.49100155,0.17956322,0.5476769,0.13204312,0.81029,0.63068163,0.13472727,0.6799696,0.9789993,-0.25949743,0.34003988
246,0.41385728,1.674335,1.2445189,0.26017082,-0.084498316,1.3328778,-0.5374734,0.101829,0.043511804,0.37604457,-0.5598191,0.1907836,0.10476742,-0.19244929,-0.092456885
247,-0.22383319,-0.91779596,-1.0542136,0.9388703,-1.331696,-0.23744802,0.50735825,-0.57130986,0.014932884,-0.52699834,0.35769975,-0.86722344,0.82475555,-0.18838577,-0.020556394
248,-0.46336943,-0.25670213,-0.393328,-0.24868399,-0.24932867,0.29887158,-0.016209522,-0.35694858,-0.7529238,-0.5663752,-1.3133123,0.35763773,-0.9545571,-0.3354176,-0.26046777
249,-0.15900669,-0.28634083,-0.21818328,0.14060012,0.19171914,-0.44481736,-0.6526698,-0.09217745,0.65391475,0.24531335,-0.17851059,0.08270759,0.17307538,-0.29810092,0.03449925
250,0.046966866,-0.011554863,0.20875284,0.2574533,0.8566662,-0.10564067,0.4612796,-0.074685045,-0.34904414,0.62805647,0.39870614,-0.18691356,0.4446547,-0.32112756,-0.023473255
251,0.44144306,2.0762157,0.92376554,0.19495045,0.3222333,1.1397117,0.6628733,0.22825126,1.0259801,0.030053139,-0.7545997,0.18699144,-0.35410795,0.5308579,0.8869502
252,0.54718846,-0.19893178,0.27223524,0.040052038,-0.027679643,2.0714533,-0.1423496,0.13442852,0.91813505,0.43904755,0.35257393,0.13314305,0.8412816,0.21593487,-0.20650594
253,0.1885737,0.50385714,0.06441379,0.054318998,-0.112063795,-0.32778153,0.075371645,-1.0773169,0.023021242,0.013777369,1.2393379,-0.6624479,-0.5788632,0.5308579,0.35462415
254,-0.73416954,-0.374202,-0.07290874,-0.31118685,-0.021491492,0.41817993,0.74351096,0.16861813,-0.68767756,0.38391995,0.12857631,0.02734235,0.587881,-0.7505065,0.347332
255,1.8988899,1.0664903,0.40254128,0.97283924,1.0198089,2.0998602,0.31152427,0.7673349,0.5245007,1.6019778,1.5366344,0.19457571,1.3150305,2.074997,1.087484
256,0.7081053,0.5289747,-0.13505471,1.0883336,1.4529808,-0.581738,0.21936716,0.94225866,1.1230407,-0.06655144,1.393112,0.74822813,0.92942095,0.8491673,0.770276
257,0.6529338,-0.007033745,-0.23569109,-0.024488943,0.7891588,-0.3584608,-0.16654086,1.1410358,0.71322954,0.2421632,0.6652479,0.49415478,-1.0702399,1.3638803,0.770276
258,-1.3700211,-1.1287833,-1.4885671,0.7010877,-0.53004664,0.6511154,-0.162509,-1.824719,-0.04276422,-0.46137023,-1.1800413,-0.88239205,-0.21231379,0.95752794,0.34368593
259,-0.53417283,-0.12558855,-0.45580807,-1.4117806,-0.67800015,-0.24767447,-1.1399506,-0.367285,-0.13551095,0.34454307,0.3371965,0.18319929,-0.25346386,-0.81281394,-0.81211805
260,-0.83347815,-0.66511345,0.57294154,0.12021874,0.3222333,1.3158336,0.045420546,-0.46746865,0.36273313,-0.15265551,-0.74434805,0.33109277,-0.89947003,-0.12878741,0.42754552
261,1.5356777,1.5487472,-0.47351635,-1.2079669,-0.9660314,-0.2062006,2.0106716,-0.81890666,1.5544207,-2.5483444,0.3371965,1.6355889,-0.79260105,1.1200688,0.6244333
262,0.22075711,0.14718802,0.5562356,0.25269762,-0.5052939,-0.6249162,-0.6503658,1.3080087,0.32498735,0.18231037,0.48584482,0.23249711,1.5794485,0.14820947,-0.03258843
263,-0.22659178,-0.72338617,-0.6800013,0.22891939,0.36161253,0.17956322,-1.1457105,-0.3116274,0.24140745,-0.09175264,-1.3645703,0.3424692,-0.23991242,-0.13217369,0.115441985
264,-0.46796706,-1.0986423,-0.69336605,-0.024488943,-1.2079326,0.30455294,0.06270002,-0.6179827,-1.0931748,0.41542143,1.1829541,-0.6776165,-0.8884526,0.48345017,-0.20030762
265,-0.493254,-1.2644181,-0.53766704,0.66032493,-0.13512881,0.44090542,-1.5546577,-1.546431,-0.29663146,0.16288444,-1.4875896,-0.23381853,-0.5728037,-0.26085195,0.08991951
266,-0.41564608,0.091929406,3.088851,0.8573448,-0.03780576,0.90677625,-0.18900415,0.6083132,0.45979363,0.026377965,-0.6279923,0.14451948,0.67051166,0.035785288,0.9051806
267,-0.60497624,-0.5937796,-0.46649987,-0.4206348,-0.5435481,-0.7874029,-0.7471308,-1.1496718,-0.32208288,-0.03636252,-0.2158572,-0.6814086,-0.809678,-0.5351398,-0.41943637
268,-0.81600726,-0.36119115,-0.58644825,-0.076121755,-0.634683,-0.1289342,-0.41202444,0.34592736,-1.4598479,0.21433689,-0.82636094,-0.49331847,-0.77993107,-1.2232298,0.0024138377
269,-0.8780752,-0.47221068,-0.27972785,-0.76840883,-1.2304351,-1.3941714,-0.018513475,-0.28777415,-0.53453755,-0.1311295,-0.54290396,-1.1288812,-1.163888,-0.311646,-0.99442154
270,1.2000512,5.607743,0.8936949,-1.4321619,3.9395008,-0.85103405,2.3332214,0.6321664,1.6568736,-0.85776395,1.6442765,2.7201412,2.7087336,-0.12878741,2.4839287
271,-1.1079564,-1.3347473,-1.6990615,-0.79082835,-1.1910558,0.4920376,0.5707163,-0.3036763,-1.3034726,0.62280625,-0.44858915,-0.9696113,-1.3952538,-0.25611117,0.15554875
272,-0.22015509,-0.38751432,1.7456961,-0.037397146,-0.4676023,-0.55230856,-0.062864095,-0.7346251,0.23385829,2.2293825,0.18496014,0.2893792,1.832849,-0.71664387,-0.49855608
