,A2058_SKIN ,A2780_OVARY ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,LOVO_LARGE_INTESTINE ,MDAMB436_BREAST ,NCIH1650_LUNG ,NCIH2122_LUNG ,NCIH460_LUNG ,OVCAR4_OVARY ,SKMES1_LUNG ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE 
53,-0.67348087,-0.17934008,-0.66663665,-0.053702258,-0.73538136,-0.2368799,-0.72466755,-0.98905987,0.32498735,0.16314696,1.1316961,-0.6889929,0.7861945,-0.4836685,-0.06977834
54,-0.86428237,-0.24062692,-0.35690913,0.15486707,0.052203994,-0.0851878,-0.6474859,-0.7982338,-0.010949926,0.4757993,0.11627437,0.6534246,0.6374594,-1.5618569,-0.03586989
55,-0.37537092,-0.41102436,-0.025798086,-0.1291133,-0.42991075,-1.1669172,-0.036944885,-0.25040406,-0.024969794,-0.1880947,-0.8058577,-0.16226465,-0.30127943,-0.2994554,-0.5131404
56,-0.6960093,-1.5507581,-0.09328994,0.4700989,-0.5306092,-0.48049626,-0.8640552,0.71962833,-1.2765114,-0.30648783,-2.4307373,-0.7307064,-1.841459,-2.7876863,-0.48761785
57,-0.030273218,-0.3786227,-0.05720519,-0.15560907,-0.15481845,-0.5516836,-0.61004704,-0.4984779,-0.08967682,0.24925105,0.26338497,-0.6359029,0.5438114,-0.012976983,-0.1619145
58,-0.30107328,0.36822242,0.05071496,0.12837131,0.47412476,-0.8623967,-0.19015613,-0.041290514,-0.17109983,0.38391995,-0.18317507,-1.125089,0.2782917,-0.15113679,0.20768756
59,-0.42888725,-1.5808992,-0.8604251,-1.7039135,-1.1910558,-0.027806157,-0.16423693,-1.041537,-1.0284679,-0.021136792,0.05322699,-0.80275714,-0.8884526,-0.18296772,0.9489334
60,-2.1240315,-1.3699118,-0.9038605,0.2554151,-0.8237034,-0.7641094,-0.4295919,-0.8316284,0.065080814,-0.6398787,-1.1800413,-1.8114663,-0.2865161,-0.6441777,0.46765226
61,-0.24866036,-0.43141982,-0.66329545,0.07266223,0.2716028,-0.28573954,-0.22413906,-0.36808014,-0.32585743,0.25318873,-0.78022873,-0.745875,-0.71713173,-0.27710605,-0.3264616
62,-0.72359496,-0.5460563,-1.024143,-3.905101,-0.029367337,-2.195242,-0.2944089,-0.1907709,-0.9367996,-0.17076889,-1.1851672,-0.62073433,-0.4951309,0.13127813,0.35462415
63,-0.027974397,-0.029639503,-0.4173845,-0.10193816,0.2209723,-0.3851632,-0.9372049,-0.0039203935,-0.5809109,0.27602732,-0.55008006,0.43727267,-0.26521942,-0.38966566,-0.6553371
64,-0.39955443,-0.89368314,-0.14975591,-0.5496488,-0.6599982,-0.9396632,-0.5749122,-1.048693,-0.32154363,-0.16420607,-0.8212351,0.5737897,-0.15193836,-0.7870783,-0.23421606
65,-0.2813035,0.7299151,1.0874835,0.592387,0.42911986,1.6567147,0.53039753,0.11137036,-0.09129449,0.20593648,0.06911698,-0.1668152,0.7035639,0.2680834,-0.20869356
66,-0.018319383,-0.3014114,-0.004748642,0.52444917,-0.30265945,-0.54452515,-0.026577218,0.2171198,0.18694569,0.06118712,0.06860441,0.09332558,0.08273259,-0.62927806,-0.33120152
67,-0.38622132,-0.31447253,-0.2974361,-0.56935084,0.20353293,-0.42947772,-0.05422436,-0.082636155,-0.8720925,0.3996707,0.5217255,-0.6889929,-1.7423023,-0.58119303,0.8431974
68,0.124206975,0.5289747,0.24216464,-5.3589716,1.1098187,0.821556,0.87598675,1.4034218,0.30341834,-0.104615755,-0.13899064,0.34626132,0.35100666,0.6459911,0.9124727
69,3.600011,3.2014816,2.2936497,3.2215831,2.617482,3.2247677,2.8573654,2.3973072,4.094171,2.8777883,3.6382139,2.9666302,4.741447,5.2106833,3.5923338
70,0.20696422,0.19239959,-0.043172225,1.5367236,0.19003142,0.15683778,-0.020241406,0.9263566,-0.31776905,0.4547983,0.64987046,0.24008138,0.19511025,-0.44127238,0.22810553
71,-0.39684182,-0.24364102,-0.2354572,0.109348685,-0.12218991,0.30455294,-0.39641532,-0.44918117,0.081796795,0.022965303,0.0050444324,-0.239776,-0.64606947,-0.038712643,-0.028577749
72,2.4552026,0.6143744,0.09515266,0.99322057,4.5076876,-0.29539785,1.0430216,1.7691717,3.377002,0.9141952,1.8544344,0.9302509,-1.3291492,4.905919,1.1822819
73,1.1356844,0.44859853,0.9271067,1.8016815,2.083049,0.88405085,0.91630554,1.8725357,1.6784427,0.9719479,1.76217,0.21732856,1.4527482,1.6212368,0.90882665
74,-0.32222238,-0.022606596,-0.40335152,0.32742932,-0.100250036,2.0146399,-0.42141294,-0.2543796,-0.5113509,0.15448405,-0.16790017,-1.1971396,-0.6455186,-0.2777833,-0.8741013
75,0.20236658,0.10699994,0.053053774,0.2554151,-0.31497955,-1.1101037,-0.70508415,-0.3028812,-0.4725267,0.19412342,0.6806253,-0.21205546,0.23367119,-0.30351892,-0.6881517
76,-0.9562348,-0.4468922,-0.16412297,-0.69707406,-0.8034513,-0.7811534,-0.9613961,-1.0622098,0.23224062,-0.1222041,-0.12515098,-1.151634,-0.3008387,-0.4687689,-0.8959777
77,-0.02613535,-1.2694416,-0.18417005,0.7758194,-1.0897949,-0.20165552,0.2308868,-0.6511387,-0.64939255,0.43904755,0.35257393,-0.08414657,-0.87743515,0.34122682,0.045072854
78,-0.12084641,-0.5716762,0.14527038,0.18883602,-0.027679643,-0.04712276,-0.82661635,-0.007895951,0.027335064,0.31225404,-0.5136869,-0.13837416,-0.14587879,-0.29810092,-0.15815906
79,-0.11854761,-0.18687536,-0.13739352,-0.16579977,0.30535644,0.16251916,-0.33184773,-0.2376823,0.04836484,0.1347956,-1.0877769,1.3094648,-0.8884526,0.7611243,0.15299651
80,-0.9240514,-0.62090653,-0.30679142,1.3261162,0.26597717,0.065936185,0.032748953,-0.108079605,-0.06271556,-0.33798933,1.3623573,-0.39055148,0.75865096,-0.14639601,0.011893618
81,0.6161528,0.955973,-0.31681493,-1.1672043,-0.620619,1.0942609,1.7860385,0.19883226,-0.51566476,-1.1071508,1.6750313,0.7292674,-0.82234806,0.98461807,0.8541356
82,0.78166723,1.3930182,1.2545426,1.0815399,2.8706346,2.6793578,2.1949859,0.8388946,2.649048,2.5601482,0.9676703,1.4687347,2.8189077,-0.79994607,3.1292832
83,0.27133095,1.4382299,0.4493178,0.19970608,1.5261139,0.63975275,0.5995154,1.3239108,0.009001399,1.1609569,3.2640307,0.8316552,1.2764695,0.88302994,1.4776134
84,-0.61968863,-0.9981721,0.22211754,3.907756,-0.38546845,-0.6482098,2.1546671,0.5765088,0.33037958,-0.2592356,2.4592793,0.11456157,3.0337472,-0.30148718,0.8249671
85,-1.3792163,-1.1790185,-1.7191085,-0.1970512,0.14221378,-0.67377585,-1.0247542,-0.8244724,-1.1039594,-0.014836493,-0.8929963,0.14907004,-0.64606947,-0.7234164,-2.328883
86,0.90120554,1.3628772,1.7757667,1.3940542,1.8130199,2.082816,0.95662427,0.2584654,1.1985322,0.7540625,1.0240542,-0.37424526,1.1442605,0.74757916,0.33274776
87,1.1218915,0.38329294,0.93044794,0.4633051,0.24910034,0.5943019,0.6974323,1.1807913,-0.25085124,-0.26711097,0.7011285,1.5332011,-0.5375479,-0.6577228,-0.46865833
88,-0.12130619,-0.3720419,-0.30779377,0.36139825,0.03532718,-0.42720518,-0.37850228,-0.16214702,0.069933854,0.2755023,0.3474481,0.2514578,-0.5595827,-0.53784883,-0.6152303
89,-1.3378377,-0.45678848,-0.05052282,-0.37871712,-0.45578858,-1.4623475,-2.096081,-0.8689984,-0.46659526,0.12298255,-1.1595381,-1.7280393,-0.31411472,-0.6780404,-0.49017012
90,-1.112554,-0.80677646,-0.7033896,0.08149416,-1.4723363,-0.09825491,-0.22529103,-0.6235485,-0.14036398,-0.6950063,-0.42244753,-0.7307064,-0.69564784,-0.42230928,-0.5350168
91,-0.91485614,-0.09996864,1.0841423,-0.371176,0.541632,-0.08177899,0.40368143,-0.16771275,0.041354906,0.40492094,-0.32044408,0.74064386,0.18794891,0.30059162,0.8504895
92,-0.6670442,-0.4556331,-0.27170902,-1.4117806,0.24910034,-1.081697,-1.0708328,-0.40306488,-0.6617947,-0.4114928,-0.8417383,-0.88239205,-1.5880585,0.13669614,-0.4004768
93,-0.7589967,0.8253617,0.26889405,-2.5191681,-0.20882429,-0.6777528,0.27696538,-0.13670352,0.16537671,-0.19885771,0.55760604,0.07284802,-0.6262381,0.71371645,0.49682087
94,-0.3738077,0.2376112,-0.6031541,-0.29895803,0.3222333,-0.6141217,-0.62963045,0.2982208,-0.24885608,0.44429782,0.5524802,0.8316552,-0.24294221,-1.0444348,0.2160735
95,0.43224785,2.1013334,0.010620792,-0.055061013,1.8467735,1.2476573,3.0359197,0.87865007,2.4279656,-0.5007471,0.8292736,3.1410687,0.10091132,3.3753247,1.9114958
96,-3.990667,-3.0628345,-2.1367562,-1.173998,-2.8281083,-1.2066867,-0.13025399,-3.5023978,-0.9152306,-1.259408,-5.260181,0.22112069,-2.0452812,-4.988762,0.27076453
97,-0.4284275,-0.18436362,-0.40234917,0.3478107,-0.5277964,-0.48072353,-0.84389585,-0.015051902,-0.5528712,0.0048519415,0.06347861,-0.6662401,1.0946822,-0.017040502,0.040332958
98,-0.22291368,0.081882395,2.5475793,0.013556271,0.6991492,0.29319027,0.17328858,0.4492915,-0.06756858,0.56242836,0.20136273,0.17940716,0.7255987,-0.38465396,0.660894
99,-0.27348757,-1.0584542,-0.30779377,-0.4050091,-0.67574996,0.000600603,-0.58815974,-0.34104642,-0.28794992,-0.02848714,-0.6408068,0.00041815394,0.5438114,-1.4399511,-0.40740433
100,-0.77095056,-0.4538246,-0.29810435,-0.62641865,-1.3148192,0.2818275,-0.548993,-0.5193893,-1.8480902,0.2293001,-1.113406,-0.75725144,-1.0482051,-0.53107625,-0.70638204
101,-0.83623683,-0.12659325,-0.56874,-0.28265294,-1.1685534,-0.7544511,0.17328858,-0.763249,0.14919995,0.4364224,-1.2979349,-0.95444274,-1.1749054,-0.59067464,-0.07561205
102,-0.060617533,-0.26473975,0.54287094,-0.46540585,0.072456196,0.32727835,0.3921618,-0.10330896,0.36273313,0.22037467,-0.26918605,0.38039058,0.4997418,-0.9157565,0.8322592
103,0.1885737,-0.5837326,-0.8336957,0.16709591,-0.32521814,-1.2066867,-0.40073517,-0.623946,0.15351374,0.24793848,0.3013159,-0.17250343,0.39507627,0.029012755,-0.55689317
104,-0.65922827,-0.31145838,0.18536454,0.123615645,0.26597717,0.9465457,-0.0023859642,-0.21462417,0.7186218,0.4022958,0.09115795,0.5320762,-0.07316384,-0.22428022,-0.23749751
105,-0.74382454,-0.31397015,-0.16980298,0.018311903,-1.3598241,0.41249868,-0.5916157,-1.0908338,0.24572125,0.10250658,-0.23422806,-1.4853423,-0.5364462,-0.042098925,-0.33375376
106,-1.1907136,-0.42890805,0.37915307,0.08149416,0.017887793,1.1965252,0.76079035,-1.0359713,0.6431303,0.31514168,-0.62440425,0.32730064,0.112479605,-0.025167575,-0.05628788
107,0.06305857,-0.03516537,-0.07524756,-0.4701615,-0.9885338,-0.6317339,-0.37049612,-0.26630622,-0.6413042,0.09515623,-0.54546684,-0.44895044,-0.15744707,-1.1825947,-0.08691486
108,-0.021537729,-1.470382,-0.7869192,-1.561244,-0.41247138,-0.23176667,-0.44721696,-0.44918117,-1.0662136,0.23113768,0.69087696,-0.8217178,-0.08418126,-0.37043163,0.50775903
109,-0.049123473,0.12709396,0.7533653,-0.19840994,-0.3957633,0.007986367,0.92782515,0.31412297,0.35194862,0.1536965,-0.46089107,0.24008138,0.5107591,-0.49111828,1.1020683
110,0.82764345,2.2118504,0.029331388,-0.9063227,0.75540525,-0.43004587,1.7457197,-0.36808014,1.2254934,-2.7662296,-0.95963186,2.3598878,-0.018627644,0.06422996,1.0145626
111,-0.086364225,0.90573794,1.3213662,-0.5197562,0.2716028,-0.7135453,1.7226806,0.14555998,0.3789099,1.7332339,0.6960028,0.6572168,1.2213824,-1.1013241,1.0255009
112,-1.2412876,-0.96803105,-0.7735544,0.57200575,-0.70612824,-0.06303053,-0.75173867,-0.9660017,-0.59870535,-0.35111496,0.09167051,-1.0151169,-0.38605845,-0.55613464,-0.7902417
113,-0.94244194,-0.2285705,1.1175541,-0.32878277,-0.6622485,-0.19483788,-1.001715,-1.1957881,-0.10693202,0.048219003,0.21725269,-0.9278977,-0.38881278,-0.33656892,0.24159601
114,0.43224785,-0.10700157,-0.17715359,-0.26634783,0.5078784,-0.7124091,-0.7131479,0.23461212,-0.12742257,-4.236299,1.6801572,-0.9165213,1.2874869,0.5105403,-0.09209228
115,-0.2564763,0.3079403,-0.29609963,0.66032493,-0.30969146,0.21933268,-0.2103155,0.12965782,-0.39379984,0.237438,-0.05082681,-0.78000426,-0.45161206,0.1136695,-0.43620828
116,-0.46612802,-0.8293823,0.8135066,-0.31818447,-0.14581746,0.9124576,-0.64403003,-0.98031366,-0.50272334,0.18546051,-0.38912985,0.1907836,-0.79590625,-0.6732996,-0.13329285
117,0.033174027,-0.22505401,-0.05887577,0.4904802,0.42349428,0.4295427,-0.19994783,-0.10887473,-0.6305196,0.25345126,-0.016996514,0.03378899,-0.12549657,-0.21073514,-0.76836526
118,-0.25601658,-0.015071352,-1.4885671,1.5095487,-0.8580197,1.3101523,0.44400015,1.5147369,0.41665563,-0.62675303,1.6904087,-1.2578138,1.0120516,0.63244605,0.73016924
119,-0.20866103,0.2878463,0.59967095,-0.5183974,-0.6217441,0.25342074,-1.0881122,0.22825126,-1.5029861,0.00091425824,-0.33377117,0.10621886,-1.1143097,-0.6258918,-0.14393939
120,-1.1677254,-1.4352175,-1.321508,-0.33625594,-1.691735,-0.4940747,-1.5892166,-2.2779307,-1.4005332,-0.92339206,-0.9955124,-0.935482,-1.7753545,0.46313253,-0.82670236
121,-0.25417754,-0.45081055,-1.4384494,0.19970608,-1.0954204,-2.3259132,-1.4567407,0.047761668,-1.1255283,-0.06182622,-1.4107025,-0.068978004,0.017729845,-0.06918906,-1.7528039
122,-0.62244725,-1.3548414,-1.4250846,-1.1332353,-1.2529376,-0.67832094,-0.7759299,-0.7139523,-1.1093516,-0.36949083,-1.1851672,-0.6055658,-0.89947003,-0.5263355,-0.17624356
123,2.2207236,2.3575323,2.0063083,1.3668789,2.0324187,2.0203211,1.7054011,2.1826282,1.4789293,1.3630915,3.4690626,1.4649426,1.3370653,1.3164725,1.2369729
124,0.17478086,1.2674305,-0.25186238,1.495961,1.0591881,0.8329187,0.89902604,1.7612206,0.3735176,0.46267366,0.9112865,0.05692105,1.2434173,0.70694387,0.50411296
125,0.455236,1.1418428,1.9996258,1.461992,1.4361039,-0.04314578,0.7262314,0.33797625,1.9911933,0.6254314,-0.3096799,1.0553916,1.3921523,-0.08882942,0.43119162
126,-0.31302714,-0.31597954,-0.80362505,-0.15425032,-0.55254906,-0.79478866,-1.2148284,-0.89444196,-0.39218214,-0.030062214,-0.25719166,-0.9241056,-0.2447601,-0.35810563,-0.44058356
127,-1.016004,-0.7017851,-0.41036803,-0.39597332,-0.67687505,-1.5077983,-0.64921385,-0.704411,-0.7868949,-0.28548685,-1.139035,-1.0795833,-0.5392005,-0.53175354,-0.014358083
128,0.124206975,0.20747013,-0.4267398,0.6875001,1.2335821,1.5487691,1.3137332,0.5208512,1.473537,-0.09674038,1.4648733,0.009898504,1.5904658,0.97107303,0.89424235
129,-1.8343811,0.58423334,-0.10966172,0.30025417,-1.0110363,0.56021374,-0.45194,0.4492915,-0.030901277,-0.22248386,0.73188335,-0.4019279,-2.0507898,-1.5618569,-0.91785413
130,-0.91485614,-0.77964944,-1.0141194,0.10051675,-1.2079326,-0.39879844,-0.73330724,-1.8565233,-0.54909664,-0.46662045,0.09884666,-1.910062,-0.22784835,-0.36250776,-0.15327333
131,1.5494705,0.07585419,-0.05854166,1.271766,0.047140963,-0.74649715,0.2020877,0.592411,-0.2989501,0.16655962,-0.5495675,-0.3477003,0.41711116,0.3750895,-0.23129919
132,-0.17188005,-0.36822405,-0.45547396,0.07945601,1.0310601,-0.91352886,0.14967333,0.21155398,0.19018106,0.18336041,0.47559318,-0.47739148,0.4997418,-0.56019825,-0.013264263
133,0.8874127,1.6542408,1.3714839,0.30704793,1.0816905,1.7987484,0.17904837,0.86274785,0.6970528,0.66218317,0.21110174,0.2893792,0.2639691,-0.11050156,0.56974226
