,A2058_SKIN ,A2780_OVARY ,A375_SKIN ,A427_LUNG ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,DLD1_LARGE_INTESTINE ,EFM192A_BREAST ,ES2_OVARY ,HCT116_LARGE_INTESTINE ,HT144_SKIN ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,LOVO_LARGE_INTESTINE ,MDAMB436_BREAST ,MSTO211H_PLEURA ,NCIH1650_LUNG ,NCIH2122_LUNG ,NCIH23_LUNG ,NCIH460_LUNG ,NCIH520_LUNG ,OV90_OVARY ,OVCAR4_OVARY ,PA1_OVARY ,RKO_LARGE_INTESTINE ,RPMI7951_SKIN ,SKMEL30_SKIN ,SKMES1_LUNG ,SKOV3_OVARY ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE ,T47D_BREAST ,UACC62_SKIN ,VCAP_PROSTATE ,ZR751_BREAST 
MT-CO2,138.6654,132.08038,88.66534,129.02676,122.21503,130.08026,116.00599,147.93123,150.27493,88.67057,121.10376,154.70644,161.34787,131.60243,137.8216,109.78225,144.44168,139.17432,154.71733,150.89662,90.21443,102.6525,179.9843,74.758606,79.06358,139.43822,136.33867,178.67375,103.77674,138.31964,132.70119,159.49721,139.79445,134.1071,106.90908
FTL,33.507965,7.071133,15.773384,11.231036,26.778683,4.0130424,19.85256,3.8101833,8.348491,19.01296,12.412223,19.124077,2.2574012,3.1517425,56.163464,51.150223,14.347689,68.40372,3.0115824,60.30394,7.8928514,125.08322,10.038144,30.605116,45.42778,38.770267,3.5961645,34.43507,34.99197,6.396747,20.167116,0.791694,21.789629,3.1672418,4.1849937
MT-ND2,46.01418,47.87583,34.807766,88.20957,53.57022,55.080532,29.537884,39.533794,28.851393,78.04372,30.601273,28.144245,26.651314,33.637253,36.051655,37.75271,46.98257,36.323204,115.44683,41.26088,46.164265,44.378426,46.68505,20.045938,41.703953,38.849804,41.071575,25.188255,52.729557,37.20308,53.635746,54.151505,71.73641,47.12401,30.010899
MT-RNR2,29.363176,43.444008,17.684273,13.120606,43.29156,53.964428,14.408345,57.979183,57.678417,79.85245,22.38678,34.236084,30.664478,63.02146,45.80457,20.732422,27.011435,73.39839,34.660088,47.62921,41.904987,29.008236,30.0698,59.660416,12.289041,23.45208,33.913666,57.014282,33.238365,59.669575,55.456463,15.444898,21.51329,28.767656,55.377277
EEF1A1P5,28.581236,41.351513,54.772686,23.942986,35.949894,30.014765,19.798353,9.664021,37.236958,44.28499,29.743744,40.788982,22.682636,50.204304,38.465263,62.61377,15.176592,25.612835,19.229753,28.816597,85.36409,15.4056225,13.703178,21.329021,57.95173,35.605076,30.494646,33.773712,52.704514,47.066708,24.994398,16.572939,18.826252,51.085117,35.221874
RPS18,32.00622,20.27272,30.988544,11.706711,17.530739,21.307968,66.75578,8.641458,28.410555,22.763285,31.143658,26.69102,19.6887,26.8989,12.366318,17.698189,11.050735,13.0990305,9.350728,14.959589,17.156689,9.874273,10.481843,60.675156,58.667255,22.953163,27.119026,5.9487414,15.998391,24.615366,9.835712,15.344304,22.145872,40.09311,27.629436
RPL19,11.882211,8.555707,16.23847,8.034883,3.9328945,8.094656,15.538571,91.658264,9.034012,9.435901,13.668193,8.75341,4.569644,10.161598,4.6752024,12.304133,6.444765,9.053809,4.190114,10.316123,12.319901,7.1406755,2.8110776,17.258617,12.81019,7.520094,10.318732,4.069162,8.350064,10.532517,6.2113395,7.1416106,11.881271,13.66901,11.346613
MT-ND1,25.335886,63.18607,13.186865,70.16504,48.37202,56.22474,26.663164,30.755562,14.621216,33.497097,17.688469,21.607313,17.357487,26.355427,25.263077,18.608341,21.700472,22.860939,41.919144,37.658554,27.915436,44.633537,24.120972,23.530382,18.857765,17.251152,28.346386,16.760557,34.17102,29.394222,36.645073,31.251616,12.903291,54.574753,21.05872
TMSB10,10.723496,3.2182357,19.931358,29.606806,22.952103,2.8751698,60.55606,4.80868,27.363129,15.98236,18.591127,31.274572,15.791848,26.53587,17.48275,45.2686,21.599348,17.94301,14.353174,21.808376,6.4851384,37.96894,15.712375,19.05663,18.787462,48.63764,21.736193,17.28338,53.85905,22.565592,13.159816,3.825876,15.239555,3.291676,20.658228
MT-CO1,99.73435,114.52331,82.98639,89.74686,116.565186,122.392296,67.92604,101.97807,95.71721,89.54509,97.35202,94.75395,110.270195,116.87476,110.67784,107.97774,124.340996,113.078186,74.43161,101.0379,102.587685,94.91668,102.05303,87.226135,79.58005,88.446335,118.45999,105.61378,86.45259,97.05373,126.22175,97.67009,97.74167,102.98312,99.83955
MMP1,19.18655,-0.05457027,-0.09302085,-0.060426414,-0.07109801,-0.056080893,-0.092528366,0.021825178,78.59091,-0.09700195,0.05258332,-0.07419159,-0.06613269,-0.058616545,0.10217496,0.6651555,-0.07271814,-0.056774598,-0.017558185,-0.020111557,-0.100503236,0.2548567,-0.044004515,-0.11515736,-0.04923822,0.55637217,0.48630828,-0.0480044,0.086156264,-0.0814682,-0.026439644,-0.060133077,-0.06712492,-0.07346147,-0.08152713
GAPDH,38.6781,15.242071,56.99577,22.423239,49.107162,13.597318,34.665073,6.9546685,23.801773,27.586555,47.991932,15.027625,14.180276,16.4191,30.906265,29.57524,37.547565,20.2942,21.06885,26.274357,26.59884,11.471502,10.772244,28.385801,11.111409,19.748516,38.00815,15.051837,17.413155,21.967743,14.122098,4.7749157,46.736294,13.656697,33.325558
FTH1,7.8458853,5.4197936,6.126045,5.979591,27.424965,1.2095348,17.520159,4.6171575,1.725764,8.337106,6.503625,27.507288,6.164374,8.035139,31.747826,7.684393,27.624928,16.127472,3.3727925,10.8101,12.910811,16.233038,9.771006,13.3997965,2.5839722,20.971428,16.838535,22.570211,67.8528,16.709972,9.415543,2.6257696,4.9149942,3.4700968,8.672296
MT-CYB,45.05611,48.63884,29.272247,44.559986,39.26545,27.347658,25.902298,59.026848,24.505568,32.67299,38.03518,37.871956,38.137386,23.243717,38.801094,33.766224,33.738285,29.3653,50.599995,26.67982,25.629456,38.0434,61.99619,21.76415,28.371742,40.694504,27.112886,18.98035,29.44453,34.523136,23.694857,66.28725,33.661415,55.85721,17.635572
MT-ND3,24.436167,24.798422,28.007452,71.30737,21.335768,29.382671,29.982912,28.877157,22.458992,27.481195,24.819553,23.81659,22.267128,20.37463,27.13234,20.248621,19.779856,28.815262,43.635914,28.321476,22.582933,38.310635,28.425467,25.046368,27.25478,24.065739,16.20501,18.520308,23.683176,21.113329,24.334803,65.25193,28.336449,27.06669,31.640617
S100A6,7.9466057,-0.058013447,26.914007,10.645422,20.107347,-0.030491687,8.482924,3.5998347,3.7761817,7.4010553,17.700783,18.784134,0.18946591,8.689183,10.0609865,2.7820008,8.562336,12.101404,3.9304988,8.195779,4.2951865,0.36826706,1.1002647,-0.09849896,11.935073,29.242481,12.421831,22.928036,44.988487,9.606775,7.417226,2.366049,16.15752,-0.056668907,6.287685
AC107016.2,0.8450597,-0.042637445,1.9276124,1.4107312,9.261611,0.7068719,39.05199,9.411209,2.2951937,11.362099,0.15501451,24.859386,23.454302,9.400663,1.0514721,6.955578,20.612915,4.8450003,8.715928,4.143333,2.9519727,7.304397,4.4416986,1.7518846,0.56164646,0.32776815,-0.01728117,0.8373184,1.7322421,21.026701,24.205452,12.053473,0.38623333,1.295972,12.640766
RP5-940J5.9,25.082836,9.127041,32.89019,14.088596,30.331348,9.11102,20.127193,4.816227,15.812461,15.639084,33.614704,9.158063,10.252334,10.891236,22.521917,20.341711,28.499542,12.549554,13.377106,15.977051,19.439697,11.08383,7.900407,14.763433,6.888629,14.324404,26.697216,10.609781,12.101067,13.603667,9.521133,2.9428813,41.560123,8.079301,25.025972
KRT8,-0.017006239,-0.05263042,-0.013976651,1.0638341,5.2529364,0.44015953,25.285486,8.612729,0.19552769,10.33456,-0.08675333,23.900877,22.714226,8.724421,0.003964979,5.3114314,16.762365,3.8275392,4.254806,4.971492,2.0120273,7.2396154,4.050125,1.7223355,-0.034598995,-0.025490578,-0.05871339,0.77888125,3.493707,23.9177,24.968279,16.077343,-0.050327647,0.8559207,13.498852
MT-ND6,19.380224,34.967716,18.745865,45.252155,32.253506,27.305807,13.949173,36.18415,9.390969,20.818665,25.443737,19.937632,27.684591,16.918238,31.691946,16.930033,23.877846,22.13502,21.770502,13.330197,13.495581,34.053585,27.044678,9.761519,23.103655,17.730461,20.383698,18.929554,21.550232,17.582525,27.062494,34.228016,9.450299,17.789429,17.92512
LGALS1,7.8320694,4.041643,11.18248,5.0196,6.6831365,-0.024007615,0.2292402,0.39003327,8.026109,3.3302019,27.658112,0.004997227,1.1586276,-0.04653315,8.681415,3.4420865,8.275562,0.14469816,1.1253271,3.5853796,0.12104383,2.5667968,5.925574,6.6093454,8.20506,34.338856,9.116648,7.6317716,15.487633,4.9884825,0.54522634,4.2043414,26.39357,-0.060521644,1.0453484
EEF1A1,9.38923,11.877361,15.896558,7.066771,12.084809,9.988505,37.325424,3.2086272,11.926702,15.258681,9.732474,11.990646,7.3015532,16.616985,12.365872,21.17854,5.246595,7.37612,6.5344267,8.070744,27.30486,5.5006137,4.538141,39.0114,17.031923,11.803877,9.8012295,10.85916,16.529491,13.6662245,9.009696,4.759261,7.082621,14.825714,12.880637
SERPINE2,2.872624,-0.070177644,18.72389,-0.0593807,0.05243998,-0.058357984,0.08635466,-0.042675916,-0.017043017,0.49916217,34.549786,-0.0551761,-0.06338944,0.5898248,2.4891806,-0.025540642,0.09415344,-0.02341137,0.009247248,1.0503484,-0.0838938,0.03513208,-0.043834712,0.06897065,-0.08566067,4.1568956,4.190032,0.09691251,1.5651056,-0.039916575,0.1733985,-0.059453573,29.472609,-0.0700172,-0.07794663
EEF1A1P6,13.852226,18.868069,24.735668,10.927898,17.70934,14.998886,7.5290284,4.8404193,18.101236,23.330484,14.745597,18.736576,11.071238,24.397861,18.415396,30.451405,7.623073,11.696299,9.263487,12.775882,41.517536,8.340627,7.075881,7.8645864,26.657953,17.857944,14.831083,16.522259,25.277372,21.824419,12.295845,7.526568,10.073703,23.141813,17.847906
ACTG1,10.520798,8.611937,11.452984,9.900042,20.22786,8.89368,13.599804,4.8834314,10.436597,38.080433,16.59295,6.562771,11.188796,7.1448164,5.2672257,12.198294,9.871408,2.0519633,6.151317,10.975746,7.8357906,16.087015,12.003129,20.24815,4.9763827,8.277246,22.846064,7.0440316,34.37223,12.303151,9.171173,4.7692757,7.5496774,7.2316575,3.8412704
ACTB,26.526379,17.697308,16.229698,13.287786,26.299698,5.172359,14.06868,6.720052,15.327636,21.469109,19.150902,11.555001,16.906992,9.694276,31.013407,17.406471,33.77965,8.446062,12.552689,15.927623,7.8634686,9.25513,11.007651,29.451662,4.479898,23.277115,9.239839,11.559992,19.605637,15.65572,8.257698,13.869351,11.676771,4.3821087,8.277965
RPL13A,9.47858,12.535047,27.673203,4.5635405,4.276194,11.543853,18.42628,3.8836007,9.165682,11.624495,14.505569,23.423168,11.349045,19.489367,4.4647145,18.01609,8.0294485,14.376415,2.4934735,10.738375,11.272952,13.003981,5.071707,26.35433,28.762653,11.967298,7.1927557,4.142159,7.7104645,15.022284,6.9721384,5.395506,9.064917,27.51121,22.401653
RPLP1,13.078583,12.586293,29.587883,7.1651196,18.46216,12.99499,20.9781,4.935871,13.316881,11.131259,18.88736,20.57032,12.028137,30.242977,6.4969974,15.202772,10.793693,18.87656,5.041102,16.174328,21.973045,14.585965,4.3715467,28.94622,30.407518,19.719368,23.0736,8.445901,11.688566,17.119614,14.732721,5.9041986,12.185941,20.61785,24.137098
RPS12,15.269879,12.316388,19.704447,7.587478,9.81036,13.266894,23.576122,5.0139594,15.0182,15.323689,14.007469,14.60579,8.549501,28.237598,17.615911,21.780884,5.3889236,13.185768,5.744105,12.840877,18.721958,13.634204,4.494865,29.207327,38.866253,12.705521,15.881785,7.759881,13.398754,16.693937,14.788594,5.3821387,10.965151,15.104544,19.36825
ATP5E,7.356897,6.2594447,19.00363,8.774848,7.7985415,6.011533,8.078604,2.932645,5.1023803,4.8147764,26.005268,13.462925,29.988312,5.4993763,7.090769,5.770438,12.093554,6.5002995,7.040699,9.213588,7.804964,7.971446,7.0332446,8.227933,19.558636,20.44402,9.437846,4.470042,9.084034,13.495363,11.7928295,8.54913,18.138004,9.226376,29.670736
CXCL14,-0.09050163,-0.078076184,-0.116845235,-0.06121,-0.073106244,-0.070241064,-0.09382178,-0.045250323,-0.06339457,-0.09903545,-0.044861622,-0.07606316,-0.06639682,-0.04217188,0.028854283,-0.09272089,-0.08017755,-0.060559716,-0.04513737,-0.06541093,40.79244,-0.06599793,-0.045787033,-0.115349166,-0.08942194,-0.09206922,-0.08250208,-0.05211972,-0.10179987,-0.08235777,-0.0834781,-0.06071683,-0.08130887,-0.07533513,-0.10024302
PRDX1,3.2836008,5.314649,10.31798,5.151996,4.52036,3.275828,8.322264,1.8725632,3.2005527,12.198687,5.0620804,5.8051066,3.350518,4.4512973,6.502679,6.830606,6.354727,7.2255573,2.9134214,15.893943,40.160637,6.799984,2.4189541,12.784293,4.700481,3.8859732,0.21879002,3.771822,11.046502,5.905793,7.4830594,2.7221553,1.9701777,1.5905658,7.3875527
RPS11,11.740712,12.405419,24.943922,5.726829,13.734837,15.854722,22.337442,6.856477,9.069109,12.714258,15.373922,25.513859,10.512181,16.043524,7.531468,15.080516,10.287978,12.873743,3.6252365,8.566174,12.1545105,17.664818,6.994513,25.13849,28.109623,17.73294,7.979439,5.8137875,11.053782,14.854724,9.675392,4.8460774,14.756562,21.78094,25.811937
HSP90AB1,17.988771,14.6156025,18.88095,11.0315075,16.3394,10.300128,15.895853,5.860602,16.94432,37.224636,18.365469,9.110326,6.807276,8.157857,7.66017,20.622421,6.5635185,5.764816,10.869486,14.970564,9.159477,4.540229,4.111743,19.406313,5.252582,6.8471494,14.302359,3.7074287,11.24785,12.640147,11.460934,7.080821,8.789998,10.906247,4.6875434
KRT18,0.62729263,-0.05195446,1.3995216,0.96514267,6.969069,0.53150463,26.44165,7.3540144,1.7687057,8.9737015,0.09876309,17.325228,17.780996,7.369591,0.7404149,5.189855,14.28052,3.32434,6.6545386,2.8484387,2.2314188,5.7217736,3.2912261,1.6349709,0.35964626,0.2646969,-0.025856325,0.61686045,1.2026035,14.441634,18.143911,8.134869,0.310131,0.9232609,9.27669
RP11-466H18.1,9.976445,6.919585,17.755169,6.5707326,9.387079,23.523714,0.3452953,3.9696174,5.820708,6.405721,8.099274,14.172295,20.856869,11.755132,12.863944,11.002189,5.69104,5.498718,4.770937,13.911702,14.915426,10.895974,6.2023773,0.5748123,22.420254,10.112691,7.612851,5.3641853,7.676946,23.564222,10.266015,4.0261497,13.565944,7.5261984,26.740953
ENO1,17.178345,12.239041,27.68806,5.7840962,3.552998,8.696535,12.0374775,2.5386617,14.455124,18.63646,19.252243,10.569481,8.875048,6.4195094,9.345382,17.578613,13.624083,9.271365,5.6465354,16.640638,9.237123,7.3349295,7.848955,19.42759,4.7360744,12.425672,24.241987,10.899652,23.524126,12.699044,8.424482,5.5829096,23.239176,6.208268,4.551891
RPL41P1,14.941619,12.334905,21.675991,11.188843,9.826093,20.059444,4.7471104,9.359002,13.345269,7.716862,14.435162,11.860466,20.726402,22.550497,4.7166877,11.800098,8.038858,10.113734,4.7789493,9.680905,11.61095,9.942259,7.2419076,5.0610466,31.763458,12.824777,12.572277,4.323553,11.794209,24.964867,7.397294,11.187198,8.020815,15.952752,19.88717
RP11-3P17.3,18.860659,13.446638,23.415476,7.8671026,5.6545377,12.794345,1.742491,3.1610317,10.501748,10.1252365,14.898338,13.858133,10.672296,16.583567,6.8746204,14.66925,7.2858934,13.538825,3.6351798,14.750636,17.560701,11.60177,2.9426014,2.1006985,21.926418,10.153781,9.475126,3.7715735,9.140725,14.901555,7.7582397,11.704873,10.651774,28.37341,20.560688
MT-RNR1,18.403248,10.174742,15.797603,5.330316,9.760193,11.813229,4.4427457,13.435507,11.672945,34.574635,16.623121,12.782006,11.173425,17.13056,13.244435,7.1071024,14.149005,10.296113,13.630592,9.501481,15.2297735,8.48895,9.45844,6.379362,6.5074844,10.645503,6.970204,9.618975,8.933548,14.5339985,23.041922,12.614242,25.21208,6.9328036,20.746338
RPS2,8.643979,9.741226,12.941784,3.5739515,4.3053894,11.935239,18.552973,3.298907,11.363323,11.747972,17.414757,12.195794,9.736409,13.085066,6.685494,18.71314,11.712588,5.314617,3.9803336,11.700404,12.56018,7.8309493,3.149875,27.873825,22.138186,6.5558734,9.146536,2.917218,7.2433915,14.449971,9.691391,3.6660497,7.7706833,7.5870132,23.102287
TPT1,9.19206,7.4492793,15.703494,5.937964,6.819525,11.021973,17.479916,2.8447247,4.834265,9.2139635,11.359416,14.117041,10.99296,13.360078,6.964252,10.613915,2.3605895,8.0114975,2.0850923,6.0327225,10.419491,9.242874,2.6532462,13.859247,23.23236,9.349906,5.8719687,5.020801,9.8060465,5.6744704,5.2547917,4.9591656,6.3147397,9.354128,32.149376
PMEL,0.5157571,-0.07263341,-0.10886875,-0.043630023,-0.054500148,-0.046659324,-0.07247054,-0.040111244,-0.059330072,-0.08066061,2.7546506,-0.06534484,-0.05374001,-0.06126309,-0.071212046,-0.091543615,-0.07541258,-0.05559086,-0.04324748,-0.06463578,-0.09764568,-0.0578614,-0.02467765,0.20945597,-0.08357454,-0.07936574,35.371567,-0.04268367,-0.09620789,-0.07444726,-0.06858993,-0.03345662,-0.07659268,-0.06927873,-0.0773823
RPS27A,12.148797,8.887707,20.279264,9.660799,14.669068,20.244183,25.273811,4.104696,10.692322,12.949027,14.294101,13.810884,9.4647455,17.147476,11.510062,16.28692,7.9126987,11.447161,7.5972075,11.815567,16.43598,9.580508,4.796216,27.5009,24.719904,14.779653,9.781308,5.600714,10.534054,12.617234,12.266974,4.409019,13.6033125,10.843755,25.08916
VIM,9.8291445,9.043464,10.233486,7.8290625,0.19223695,1.6856016,-0.08863321,-0.02915257,11.718082,-0.07288149,15.883658,-0.068162076,-0.054649543,0.044230934,2.514681,8.246212,0.019428618,-0.05762205,2.1751692,2.3714747,0.11907911,-0.05208983,0.1940898,9.938469,-0.022093061,22.718483,14.994274,2.7534876,6.225329,0.8746868,-0.043619685,-0.053636465,11.65291,-0.06755649,-0.053020522
RPL8,13.739818,9.514778,19.668148,7.9069657,12.06839,16.257534,15.738282,5.230494,15.632832,15.587598,14.383112,12.965808,13.11962,12.361334,24.772226,24.638075,15.969803,6.5672064,5.2047863,7.7762456,15.028849,9.427803,10.147288,19.697569,30.800398,10.239009,10.812075,2.8002076,8.992472,11.178128,7.583618,8.586723,10.927825,9.455618,13.09574
RPS3A,5.8210926,4.5948625,8.084492,2.716781,2.831669,5.0919757,21.849825,1.474247,3.290087,7.420866,5.181584,6.338145,4.1050296,5.514065,6.3483715,7.954751,3.3121898,3.5976245,1.0133873,3.7962415,5.022523,3.7964795,1.5335748,30.070757,15.541968,3.873201,2.8540187,1.707648,4.4027805,6.05408,5.7872014,2.4939764,2.8249538,6.8599052,12.5732155
RP11-124N14.3,10.461067,8.154422,10.239018,7.212627,0.24750964,1.6641593,-0.08831537,-0.029141933,11.995277,-0.06009718,15.298012,-0.07063193,-0.054030173,0.049933173,2.1722078,8.111551,0.015463816,-0.05835822,2.3013716,2.0384603,0.11107534,-0.05523982,0.17542984,11.6087265,0.02249902,22.319363,14.00205,2.5683432,5.9794483,0.72040814,-0.049424566,-0.05288837,10.536274,-0.06914705,-0.048570625
RPLP0,10.566748,9.344632,21.889044,5.9357886,13.6413765,11.320796,20.285257,4.3048654,14.112009,17.97613,12.979835,11.999681,9.689362,22.279116,9.584729,16.065744,7.3717585,12.292385,5.642801,11.394696,19.385298,9.366046,3.1540363,24.572083,25.498785,8.772828,10.974786,5.191276,8.901888,11.4191885,8.417562,8.9407625,9.463799,17.196148,18.54056
TFF1,-0.09351636,-0.07481747,-0.11400545,-0.061454687,-0.05106849,-0.06798317,0.08682499,0.026042335,-0.06250998,-0.09878477,-0.102926835,-0.0543831,27.960148,-0.029276228,-0.07385875,-0.09238514,-0.08019053,2.2915874,-0.045483403,-0.0664837,-0.09796621,20.453339,-0.045065936,-0.11585953,-0.08624696,-0.092039146,-0.08167635,-0.051714297,-0.102792464,-0.07688001,-0.079087734,0.06725991,-0.08098027,-0.048009362,3.0760553
RPL35,7.668778,6.903823,15.486923,3.4586093,2.9232216,9.343416,10.550079,2.726938,4.8161526,6.351425,10.724877,8.711721,8.822866,6.4161716,8.655944,10.345401,7.0429215,4.9080825,2.785276,9.335903,7.867941,8.483519,2.613029,15.987831,35.670345,6.1482677,5.8435116,2.3791094,6.2028556,10.406591,7.190218,5.9780436,8.8931,10.800464,11.614245
TMSB4X,4.6209326,4.826951,1.1283275,-0.037635464,8.363137,0.055565666,8.038517,1.5136601,1.8322146,1.2362088,1.3324677,1.9727079,7.445958,2.9780436,10.480833,3.34385,7.5012555,1.2810541,1.5960263,3.663108,6.628867,19.257093,9.525856,23.895708,0.40796164,7.7515326,0.34092146,7.548983,15.425611,15.450454,4.515035,8.596142,-0.012398998,1.0472301,4.139603
MT-ND5,20.527588,29.954473,20.28727,32.52832,28.629118,22.855934,23.405764,26.372845,8.985642,32.034996,24.427738,19.75642,20.932957,17.374878,21.789083,16.680914,18.636795,19.975945,25.815842,12.915678,15.53879,17.876917,18.38621,17.214563,24.866909,15.138358,14.938619,12.299799,21.061714,21.466612,27.782455,27.840593,14.361735,18.643463,16.04945
HSP90AA1,20.517813,5.5492516,11.967328,5.988239,11.936018,3.7890706,12.964055,4.888487,3.965116,24.941536,12.038654,2.8205922,6.6449466,3.4085963,4.8847456,14.295276,4.1428485,4.5082374,3.1496358,15.583145,6.666407,4.0995803,3.1566322,11.592391,13.070524,3.2229118,5.35426,3.554932,10.648931,7.3874774,10.731803,6.2969346,7.729391,3.110445,20.772272
KRT19,-0.07963584,-0.061327137,-0.09964766,-0.057772323,2.8112633,-0.04416902,6.2622213,8.059823,-0.049441665,6.095351,-0.0909164,4.669459,11.039261,2.6070983,-0.06925297,-0.08601417,12.436149,5.185947,-0.014704469,5.4108076,2.1010203,3.409823,2.3324885,-0.090314195,-0.07332285,-0.06537156,-0.06465758,2.5272133,6.628759,9.105713,12.648299,24.93328,-0.07070179,0.43421996,14.869149
RPSA,5.7484975,5.413333,19.94836,5.4482503,4.94739,6.136344,13.192877,1.6374289,6.143631,11.09756,13.219932,3.9278312,2.9397051,10.484328,5.4732027,8.295046,3.1321282,3.7763908,2.7254798,4.3615775,6.118356,2.5669954,2.071898,19.08619,26.34715,5.012466,5.4509454,2.0122068,2.8613179,4.606371,1.8704132,2.730408,4.02316,7.9207563,10.29862
PTX3,0.55990994,-0.06939208,-0.052946854,-0.056645956,-0.047739856,-0.0692412,-0.09434263,-0.042931728,3.2647727,-0.098537706,0.092129014,-0.07606316,-0.0669634,-0.066128075,0.6446406,32.797314,-0.048411332,-0.06092935,0.2277216,-0.04417999,3.1958065,-0.0150070945,0.05691018,-0.08655455,-0.08898416,0.65414554,-0.07597756,0.05843663,-0.09766543,-0.08224081,-0.07813151,-0.060306817,-0.0043673976,-0.07227473,-0.08985445
RPLP2,13.036123,10.493235,13.811696,5.7090545,7.0635347,17.273336,25.581139,3.5319715,11.071675,11.42259,15.97472,17.255154,6.494406,17.213757,6.4236016,11.139721,3.9933643,7.3734074,4.7565627,9.115746,11.196231,7.708916,3.7542121,23.953064,16.710375,11.698106,11.712559,4.770777,10.828154,15.441439,9.617901,3.5735412,10.639461,10.680942,4.664797
RP11-3P17.5,14.184745,11.898314,19.716208,6.6770854,4.3248696,11.086025,0.28348508,2.6864364,8.973461,7.348416,11.79886,11.646624,8.914862,12.786834,5.670938,10.942943,5.5024624,11.777248,2.7065732,13.20465,14.949401,8.923828,2.3688395,0.31363365,18.237328,8.325422,7.902764,3.158963,7.8270764,13.144154,5.250985,10.284621,7.037467,24.544582,14.004471
RPL10,5.5479207,4.846707,13.699689,5.4562836,6.818264,9.83189,15.113777,2.3857737,5.7715406,7.559118,4.79854,12.73608,6.6529574,8.805766,11.843446,8.889317,2.9471998,4.1813426,3.0330038,8.852816,11.614304,5.1292233,3.3519182,16.4073,11.560368,5.536226,7.4358115,11.512612,5.4626074,12.930871,27.642578,2.3654065,6.969826,10.699247,13.797223
RP11-543P15.1,6.2453737,6.879951,13.945317,4.0890822,6.4143386,7.8845787,0.21784969,2.6273854,5.351836,5.1478133,7.727251,5.8624296,6.8299384,9.2782,4.88962,3.3802307,3.1327932,5.919332,4.9450517,7.2235265,10.400178,5.678319,4.5886397,0.23016134,16.517992,6.535638,5.979286,2.8432639,4.9061337,5.5408354,4.8699317,4.434633,5.2742343,8.09578,29.072517
RP11-122C9.1,9.341391,6.3322096,10.488464,3.025874,7.0232863,6.4782796,1.682853,2.0655258,7.5177464,11.93214,8.955487,7.0591288,4.7840295,6.737704,6.381581,7.5298815,4.101005,6.423245,1.2243377,4.3107905,10.336447,5.2519464,3.7316976,1.4191232,28.381454,6.4433193,5.590318,2.1503718,6.232243,7.270603,6.6188874,5.0809097,8.1729,9.763958,17.899097
RP11-290D2.6,6.1840873,7.0850506,14.721554,5.201542,4.3867025,6.9618907,14.554773,1.7638329,3.0891578,5.1337066,8.753466,13.299504,8.441164,9.21312,5.217801,7.2844496,1.5660356,7.5146046,1.3841314,5.8223724,7.4030476,5.9299955,1.9169269,11.351138,21.42224,6.2244725,4.345954,3.7663038,7.5711484,5.4297714,3.4703488,4.946869,3.8737912,8.61898,22.114492
RPS23,9.894054,9.791498,20.645056,8.961312,8.429249,8.341994,11.612055,3.788063,9.183721,6.0721498,12.26806,12.229683,7.3827953,19.180138,6.5745068,11.805681,4.986287,12.062388,2.5842028,13.084304,8.805812,7.5645995,2.955012,16.145992,20.796392,8.332772,11.088424,2.574144,8.736184,18.35606,10.263233,6.0344048,8.491025,5.2460833,15.669034
RPL39P3,8.285567,5.2443995,14.262989,5.9502873,6.9735684,12.849727,1.0953344,3.217332,4.677129,4.6057863,6.1812778,8.787719,12.351554,9.94689,7.383506,9.622648,5.61466,3.7980776,3.7922797,9.4979725,16.42031,6.2612104,4.7888184,1.6003708,17.270363,7.24921,6.4682436,4.10229,5.3568134,11.644945,8.412855,3.0490615,11.00295,4.774463,24.208946
PKM,10.344957,5.025743,15.725487,1.6734568,10.219068,3.1241236,8.367585,1.9716778,7.3008447,9.59861,17.79441,6.5248747,4.2525926,6.009896,4.1424155,9.799173,8.804071,9.203768,2.4985437,7.4487243,6.7582564,7.7241397,3.6200924,8.364551,2.5421326,14.879138,17.90153,11.394012,18.769173,7.94147,8.340641,3.3990355,7.6586447,3.0691714,2.0908737
FN1,4.3328304,-0.07093232,0.67991066,-0.044986747,1.5679805,-0.007777984,-0.08337838,0.034857035,3.4781861,-0.0631585,15.679743,-0.07070676,-0.0029310978,-0.045723718,1.5121393,-0.07255776,0.880288,-0.055771597,-0.03195362,2.636668,1.6864928,12.977634,0.08762837,0.1359252,-0.083632596,18.141735,10.260973,0.5714657,4.415955,-0.04795411,0.030748026,0.0027864873,1.5337024,-0.060678385,0.008476382
TUBA1B,16.749678,10.454346,20.821417,12.578524,10.46128,11.552028,18.822004,5.7627707,10.219355,16.39593,15.932247,8.16539,10.535031,8.627911,7.8180633,17.406271,11.964724,3.8643153,7.3632207,16.770493,12.432469,7.4461236,7.5884047,15.246278,5.2597456,7.027951,15.541787,5.597737,18.484404,17.729036,10.222352,7.840409,15.005863,9.109097,6.468712
