,A2058_SKIN ,A2780_OVARY ,A375_SKIN ,A427_LUNG ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,DLD1_LARGE_INTESTINE ,EFM192A_BREAST ,ES2_OVARY ,HCT116_LARGE_INTESTINE ,HT144_SKIN ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,LOVO_LARGE_INTESTINE ,MDAMB436_BREAST ,MSTO211H_PLEURA ,NCIH1650_LUNG ,NCIH2122_LUNG ,NCIH23_LUNG ,NCIH460_LUNG ,NCIH520_LUNG ,OV90_OVARY ,OVCAR4_OVARY ,PA1_OVARY ,RKO_LARGE_INTESTINE ,RPMI7951_SKIN ,SKMEL30_SKIN ,SKMES1_LUNG ,SKOV3_OVARY ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE ,T47D_BREAST ,UACC62_SKIN ,VCAP_PROSTATE ,ZR751_BREAST 
RP11-392O17.1,-0.093367055,-0.078076184,-0.118438475,-0.056340057,-0.077363,-0.068941414,-0.093647934,-0.045898188,-0.063256204,-0.09869483,-0.102926835,-0.075881355,-0.06706192,-0.06793227,-0.07482521,-0.0929634,-0.0807135,-0.06142429,-0.04554071,-0.067073315,10.2174635,-0.06612636,-0.046380784,-0.11585953,-0.08942194,-0.092803165,-0.08314906,-0.051919874,-0.102792464,-0.08151736,-0.08468076,-0.0608002,-0.074991815,-0.075239465,-0.10115863
TGFBI,-0.035840277,-0.07333186,0.58876336,-0.05533611,0.45195425,-0.0627487,0.95479906,-0.027241802,0.14859214,-0.09183931,4.9888296,0.042078175,-0.03612353,0.22439232,0.31486702,0.45803487,2.3250632,0.654965,-0.033165127,2.4662082,0.12323074,-0.015170655,0.05943651,0.1995626,-0.087061055,6.472778,-0.06168445,1.7800895,1.4846102,0.3584188,6.4004736,-0.058361407,-0.015962237,-0.071861826,-0.05467327
RPL23,3.2891004,2.1387985,5.0747614,1.8610976,0.8778315,2.5505238,4.0959477,6.897961,2.4080884,2.3590004,3.4762385,5.4099307,1.3046637,2.7540128,1.1806862,3.572406,2.4722834,2.28292,1.114303,2.8029592,3.2527733,2.355483,0.8557775,6.050085,8.170796,2.3309517,2.2221236,1.1295451,2.865881,2.8801184,2.1852431,2.111116,3.313171,1.5976173,5.55997
CD63,3.7774222,0.50732255,2.7293167,1.3361702,2.7703626,0.84301037,1.5922576,1.0253475,1.9468706,1.0029652,5.878535,2.0364652,1.9886855,1.2556065,1.2609203,1.6794587,1.2635919,1.3625683,0.3556534,1.1290803,0.8214576,4.755063,1.1595861,1.338515,1.9431812,3.765903,8.279826,1.59963,2.7886472,1.6427897,1.7015625,1.0902067,5.721755,0.67390436,1.7140979
MT1E,-0.0920803,-0.0757406,-0.11545329,-0.06007923,7.2798834,-0.06979808,1.56629,0.016055577,1.4497805,1.984792,0.017933637,1.0078692,-0.06645241,1.1563576,0.101469316,-0.092206255,0.081242085,-0.061132673,0.4019117,-0.06486286,-0.09357473,0.049409486,0.2580094,-0.11526192,6.952666,1.953415,-0.08116555,0.60071784,-0.07980106,-0.0071139503,0.60800874,-0.058613908,-0.08195017,0.29111186,-0.07787575
TMA7,3.790437,3.8712785,6.026461,2.7185175,1.9219052,2.019319,3.7039793,1.4191009,2.906569,3.095476,4.572454,2.453063,1.9729658,1.6974013,2.34115,3.438003,3.662117,2.2519708,1.4591448,2.9860225,2.3354924,1.7204164,1.5871348,6.9616985,8.594116,4.1290092,3.969926,1.3232421,2.119673,3.9839215,1.6940293,1.8733183,3.1293948,3.8702338,6.794707
ESM1,-0.08644775,-0.07779562,-0.102512926,-0.061168313,-0.076974824,-0.07066661,-0.094216004,-0.045209043,0.8704007,-0.09883045,-0.102573365,-0.076008424,-0.067275435,-0.067726694,-0.023743957,9.986636,-0.079893805,-0.06143423,-0.04500418,-0.06176283,-0.10148404,-0.06599607,-0.046194695,-0.11581289,-0.03305485,-0.09286462,-0.08301996,-0.050673284,-0.10266055,-0.08206871,-0.084065,-0.060769703,-0.0827254,-0.07532859,-0.100488916
S100A10,1.2312845,-0.073972724,3.366993,0.6164253,2.4848397,-0.06423454,7.121959,0.3380577,0.2990346,1.541219,2.779268,4.6173186,1.2126998,2.3488762,2.9819267,0.4139124,6.7945504,0.9419775,1.410117,1.9962292,-0.080672815,2.7818465,1.5594648,2.377231,0.045404363,2.2077713,2.4042222,1.1214985,1.7521874,1.1243055,2.778885,1.795277,0.80900645,1.392683,1.0598145
MYL12B,2.483315,2.5707538,1.8034006,7.647054,4.6450257,0.46186996,5.829539,1.035781,1.6957949,3.3375876,2.2817662,3.9729967,3.156525,1.6252118,0.83468425,3.624686,3.3230536,1.7499032,3.23811,1.0452259,1.2081863,4.1925025,1.4793135,2.2027133,3.0980077,2.3485959,1.7698486,1.6669085,4.9774475,2.5277126,1.8024766,1.3827953,1.5916243,1.4029096,6.7013144
A2058_SKIN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-641D5.1,2.8447464,2.6830344,3.7232938,2.178766,2.8203669,2.507619,0.14650951,1.1270204,2.427567,2.8353176,2.9486215,3.4141204,2.8557043,3.6506634,1.8156039,3.5124085,2.4076936,1.8804196,1.9726738,1.9852507,6.004143,3.134689,1.901821,0.40065515,4.2240744,3.2399645,3.4028776,1.7044489,3.3534687,3.8853219,4.2297335,1.4336073,5.047534,4.85594,9.443469
TUBB4B,4.0141044,4.05561,8.075879,0.94870293,1.7981856,3.02912,6.14288,1.8037581,2.2903173,4.2451463,4.799126,4.159494,2.3943844,2.8842442,4.5054803,2.5557325,1.9955868,1.4563404,1.5310256,2.7932074,2.3505104,2.7004924,0.7950606,4.0083055,2.8461995,2.5317345,3.5654318,1.4125195,6.4167876,5.1878686,4.216347,3.9551384,1.1193675,4.87652,2.1586187
NCL,3.9654343,5.6571803,4.5603437,1.9235644,2.0013874,3.4453554,4.11919,1.0437528,2.471756,8.172466,4.5156665,3.3104548,2.0893323,3.1429563,3.845537,6.3139925,2.865808,1.817386,2.9764392,5.429632,3.6693482,1.7396526,1.0173442,5.853484,2.2262979,2.9404757,3.747028,1.30377,4.0664444,5.443807,3.5250337,1.2706141,4.3916283,2.6584113,1.6778526
RPS15,1.9833627,3.7956693,4.0121484,2.671391,1.730344,4.0332007,6.458222,1.4805143,3.798407,2.9609406,4.7034993,2.5417447,3.0447583,3.1183486,1.7772224,3.952332,1.5482976,2.0749536,2.6120732,3.21179,6.2180753,2.1277225,0.575892,7.303581,6.670559,2.941363,4.401457,1.1410424,3.2873495,4.330558,1.1862062,1.5976135,3.7812579,4.8339014,4.6887383
SLC25A5,4.3761034,3.0954087,7.02248,3.0221744,5.5813084,4.4859295,4.959741,2.9902537,2.1012478,5.4846926,3.2786186,4.8363175,5.9312696,3.4077468,3.9489772,4.9996142,2.2605178,2.7133613,2.6608133,6.310627,6.9779344,3.1052792,3.0197508,5.496577,2.7042322,1.638702,6.7821584,1.9454564,3.762367,6.4245067,2.9998884,1.6616906,5.236205,1.8146286,5.6653986
RPL35A,2.9432552,2.6639893,3.8034496,1.8852594,3.2512434,5.455443,5.47016,1.0204097,3.3026328,2.9588785,4.2816586,3.5554068,2.5092118,2.9849484,1.4634022,4.529615,2.2348263,1.8873463,1.1975462,2.1767864,7.630442,1.9186617,2.5573676,6.3706026,6.6378775,3.0412421,2.2599947,1.1620823,2.2354112,4.6487055,2.839403,4.310922,4.4823904,2.8470414,5.5899124
SUMO2,4.248954,4.2262444,5.202566,4.2268085,3.4436762,3.5268607,4.709044,1.0200179,2.228569,6.2368946,3.0637424,3.283562,2.231118,2.6690621,1.645065,3.3073997,2.2648711,2.0083406,1.5242721,2.7175267,4.8557715,1.8280216,0.7461528,7.6628428,6.184895,2.473757,3.400933,2.4554315,5.768644,5.1391954,3.3462322,3.0961037,1.9091495,4.359998,5.8311796
TRGJP,-0.0939323,-0.078076184,-0.118438475,-0.061454687,-0.077531055,-0.06928479,-0.094629526,-0.036888305,-0.06356271,-0.09903545,-0.102926835,-0.07606316,-0.048822913,-0.06828687,-0.07608655,-0.0929634,-0.0807135,-0.061526436,-0.044854674,-0.06737667,-0.101570755,-0.06632538,-0.046380784,-0.11585953,-0.08942194,-0.0934357,-0.08314906,-0.052633848,-0.102792464,-0.08235777,-0.08468076,-0.059453573,-0.083016835,9.593896,0.70190895
IFI6,0.086920716,0.27928844,0.2617637,0.13359399,2.3696578,0.10466795,0.12954745,0.05289566,0.0035894527,-0.03515438,0.2811524,-0.054069437,0.033923782,0.048398037,0.9163426,0.1138362,8.979369,-0.05568437,-0.019410787,0.15132453,0.10710473,-0.009426375,0.05264275,0.073281445,-0.06565788,2.8364313,1.8822589,1.3279526,0.16695587,0.12621388,2.0252523,0.025331585,0.3467615,-0.0408088,0.11702559
ALDH3A1,-0.09103292,-0.07675152,-0.11694729,-0.061289776,-0.0467364,-0.069775656,0.27413005,-0.04387626,-0.06339271,-0.09327367,-0.10254703,-0.016769635,-0.06570657,-0.0059092054,-0.07370846,-0.091928646,-0.078021005,9.2540045,-0.044500217,2.22304,1.0130191,-0.06494616,-0.04573302,-0.112162136,-0.08867427,-0.08690226,-0.081325896,1.5658703,0.35826623,-0.040117044,-0.07738675,-0.059817288,-0.08251813,-0.07447805,-0.09798539
RPS24,2.7415655,2.8645608,5.186782,1.3905841,2.2878952,3.2078888,4.657763,1.1070716,2.3250904,2.6620762,2.5276387,3.481354,3.1973577,2.6685877,2.839867,2.7306066,2.2290182,3.1076992,0.8150996,3.184376,5.72455,3.0431404,1.7430421,6.3369093,6.9515324,2.1816192,2.076403,0.8606079,2.3010132,4.836005,3.0214841,2.8108149,1.8064333,3.367036,7.6906304
RP11-161H23.5,5.962516,1.6285427,5.423532,3.758768,3.1889412,1.7285347,5.4553432,1.372929,4.2891555,6.146843,5.7725344,1.9491513,2.8517818,2.4750044,3.1673849,5.041064,3.8849454,1.2007232,3.4536862,3.0077548,3.98735,4.6653523,2.1274574,4.246167,1.8246665,2.7117832,5.2571907,2.0765262,7.4302406,3.1838999,4.64493,1.6495929,4.0445685,1.6741166,1.9174746
RPS20,3.6332538,2.2933128,5.0438747,1.4824039,2.9687748,2.4028838,4.0380964,0.23755154,3.261201,3.4196265,3.0486476,2.410275,1.5990248,3.507737,1.6870122,2.7576468,2.0749774,2.4859698,1.0566125,1.7900645,3.7753673,1.9152763,1.6369706,6.896637,8.563878,2.5733137,2.5409415,1.022958,2.7999167,2.6373649,3.237332,2.0316453,3.0122058,2.5702786,5.3316646
