,A2058_SKIN ,A2780_OVARY ,A375_SKIN ,A427_LUNG ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,EFM192A_BREAST ,ES2_OVARY ,HCT116_LARGE_INTESTINE ,HT144_SKIN ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,LOVO_LARGE_INTESTINE ,MDAMB436_BREAST ,MSTO211H_PLEURA ,NCIH1650_LUNG ,NCIH2122_LUNG ,NCIH23_LUNG ,NCIH460_LUNG ,NCIH520_LUNG ,OV90_OVARY ,OVCAR4_OVARY ,RKO_LARGE_INTESTINE ,RPMI7951_SKIN ,SKMEL30_SKIN ,SKMES1_LUNG ,SKOV3_OVARY ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE ,T47D_BREAST ,UACC62_SKIN ,VCAP_PROSTATE ,ZR751_BREAST ,DLD1_LARGE_INTESTINE ,PA1_OVARY 
STMN1,0.7645822,0.5058036,1.1095077,0.52967584,0.56557816,0.7032183,0.2466325,0.42035112,0.8503562,0.58582944,0.34260276,0.24870901,0.43235397,0.13801032,0.5951777,0.59557927,0.09463162,0.37389958,0.20707357,0.62193936,0.45141694,0.4375112,0.4975419,0.44271508,0.8887834,0.5541677,0.97589386,1.2684922,0.6160365,0.35352433,0.330506,0.42948577,1.3034031,0.7303386,1.4736398
NEAT1,0.15145971,0.042137798,0.3358014,0.1117008,0.08585295,0.06612226,0.04881384,-0.03878079,0.03841547,0.5935761,0.1880647,0.087369554,0.25800735,0.26307374,0.39909968,0.578722,0.2700395,0.038702343,0.14643504,0.061968323,0.17257789,0.011005327,0.5073048,0.16602215,0.17279077,0.26205498,0.24827269,0.043807987,0.59897727,0.50718546,0.23072034,1.7988873,0.51149035,0.09553394,-0.02499695
FGFBP1,-0.093004666,-0.07751983,-0.1067558,-0.06081584,0.70980674,0.109898604,-0.044533923,-0.06197745,-0.024220848,-0.102109246,-0.0690094,-0.06676571,0.011907437,-0.07239823,-0.091205195,0.14854182,-0.051529292,-0.04479229,-0.06484243,-0.07698371,-0.065316066,-0.03424262,-0.08931464,-0.09220887,-0.080760546,0.038707405,1.6608675,-0.062440902,0.24918576,-0.059410013,-0.08219118,-0.074383505,-0.09850257,0.38334033,-0.11511917
DKK3,-0.035710298,-0.06821655,-0.06491609,-0.05541844,0.13204236,-0.06515929,-0.04399371,0.9919576,-0.09807684,0.11213596,-0.07535737,-0.066384524,-0.061543453,-0.07412835,0.059998367,-0.06276459,-0.061288547,-0.03933266,-0.06675857,-0.08200109,-0.02643679,0.025804127,-0.088584706,1.4973478,-0.08162338,0.3289793,0.4427855,-0.08002797,-0.07481054,-0.060387462,-0.07772705,-0.07475529,-0.09702497,-0.093258105,-0.042856213
GIPC1,0.55830467,0.5077454,0.9812823,0.53496933,0.5460886,0.16794677,0.24458143,0.29532737,0.41604623,1.2513604,0.5232416,1.2218273,0.27745247,0.55954653,0.4768494,1.0144591,0.5046714,0.1419099,0.1883937,0.5611864,0.25437126,0.632384,0.3378235,0.4955227,0.93258274,0.2409623,1.3597711,0.32396048,0.47217268,0.3981559,0.89967024,0.22642593,0.920475,0.68785626,0.3169848
CNP,1.2376466,0.2714196,0.96005183,0.1081935,0.05774606,0.14020555,0.012034562,0.034795646,0.16408148,1.3677883,0.0916512,0.018258076,0.044806525,0.091546394,0.20259672,0.19149095,0.091181174,0.031109385,0.11903019,0.22175449,0.021609548,0.012427296,0.071058035,0.1833228,0.4864937,0.08223923,0.22978908,0.19164324,0.22477265,0.07241467,0.5927077,0.13133168,0.012648386,0.1651075,0.26919287
ERBB3,0.8469591,-0.06644118,1.2895399,-0.047132265,0.04896634,-0.067700915,0.24848747,-0.062314667,-0.030947192,0.86866397,0.38748166,0.5038117,0.41436505,-0.073796675,-0.090894446,-0.011014836,0.079718776,-0.04317787,-0.065762006,-0.08369978,-0.026936315,0.01004891,-0.08198864,-0.09003297,0.2603085,-0.04299245,-0.09795129,0.24651466,0.3800625,0.45415908,0.31740797,-0.026450016,0.30038446,0.1931823,-0.043868095
CDC25B,0.34767148,0.097537376,0.6158554,0.026361128,0.29488775,0.23055696,0.07467276,0.091058046,0.50704104,0.24063152,0.27309874,0.27328348,0.17465322,0.46864307,0.23267883,0.4399095,0.15663111,0.09750247,0.34133908,0.0978224,0.09027935,0.09386162,0.12136907,1.2252592,0.5957633,0.19154815,1.5791242,0.81486917,0.2572188,0.121186145,0.35041505,0.30634767,0.054506887,0.30969805,0.18517601
CCNB2,0.6756843,0.5545979,1.0695462,0.18454319,0.35974157,0.58651406,0.20959789,0.4464464,0.7676413,0.8062182,0.93476516,0.43298054,0.7989574,0.43295094,0.5136864,0.5894153,0.48754367,0.3988538,0.52292836,1.4800056,0.43971646,0.19215049,0.2543377,0.5505635,0.56652206,0.22009586,0.7347695,0.69736344,1.1114147,0.520538,0.4057831,0.50859475,0.5115947,1.1330792,1.4700569
GNB2,1.0603633,0.6714622,1.0775521,0.803309,1.0339867,0.47935075,1.021938,0.6433136,0.91607,0.9643279,1.0807103,2.1691885,0.7757455,0.87611604,1.133433,1.0441498,0.585048,0.43596193,0.56082606,0.93096614,1.2177407,1.065127,0.89664394,0.8232401,0.9802534,0.34156898,0.73927927,0.56444526,0.6625695,0.37362438,0.69111407,0.72903156,1.063255,0.96983695,0.6524146
TRIM71,-0.093853176,0.056295916,-0.118297845,-0.061310254,-0.077436894,-0.07090108,-0.043697767,-0.0634959,-0.098844565,-0.102835506,-0.07606316,-0.066697195,-0.06712804,-0.07608654,-0.092944995,-0.0805034,-0.061421517,-0.044306673,-0.067348376,-0.10150356,-0.06429083,-0.046355106,-0.08935473,-0.09343569,-0.083122335,-0.052608863,-0.10262872,-0.06492541,-0.08418948,-0.060724523,-0.08278429,-0.07506045,-0.099971205,-0.09418959,1.8393846
ADH5,0.6612643,0.5673096,0.78941494,0.2879908,0.2535812,0.4134437,0.14745602,0.23617178,0.8181594,0.5958239,0.43583935,0.21764463,0.1699564,0.39730728,0.9492622,0.4620884,0.33393678,0.16555245,0.3312997,0.7619896,0.46810403,0.22955887,0.5794046,0.8735083,0.47045594,0.25062385,1.6456501,0.19692166,0.5619547,0.22475593,0.3441434,0.22005528,0.266207,0.5547175,1.196954
RP11-234A1.1,0.7347801,0.3853813,0.40192893,0.18643275,0.39332792,0.8865938,0.384737,1.0669057,0.21968602,0.7993277,0.41295856,0.6982182,0.81051546,0.38167346,0.36581698,0.22163877,0.22670725,0.20502272,0.24843465,0.68010396,0.36909026,0.2980702,0.9914294,0.8675049,0.859678,0.1591464,0.47181278,0.4663989,0.27890798,0.2851324,0.9244463,0.6909615,1.473327,0.15406509,0.08030691
KLF5,0.015133988,-0.076545246,0.099682026,-0.031118736,0.26400247,-0.055118054,-0.009135966,-0.059024327,0.20840214,-0.03051937,1.1682627,-0.035927646,1.0170939,-0.0418132,-0.05503549,0.19469212,0.48100686,-0.019228838,-0.028727114,0.21849091,0.63209754,0.0725286,-0.085898176,-0.06850342,-0.047407936,-0.03619977,0.5240771,0.30621988,0.18736343,-0.05298507,-0.07133111,-0.060911614,-0.055811886,0.794657,-0.076668315
SPINK6,-0.0939323,-0.07807618,-0.11820038,-0.06040185,1.2676938,-0.07097218,-0.045722656,-0.06356272,-0.099035434,-0.101627514,-0.07606316,-0.06703915,0.020961685,-0.075807385,-0.0929634,1.3208607,-0.061526436,-0.045460578,-0.06477564,-0.10125193,-0.06632538,-0.046380784,-0.089421935,-0.093085766,-0.082990915,-0.05263384,-0.10109413,-0.08209211,-0.08435732,-0.06001572,-0.08301683,-0.07540198,-0.101158634,-0.09462954,-0.11568801
EDN1,-0.08914058,-0.07775075,-0.11749442,1.0675832,-0.030342601,-0.07026339,-0.019858655,0.15710509,-0.08999808,-0.09621204,0.09020277,0.072589226,-0.001914026,-0.06994785,-0.088654056,-0.036401317,-0.05138002,-0.03626144,-0.038395926,-0.100478925,-0.008024499,1.2829447,-0.089421935,-0.08592839,-0.08263582,-0.048112266,0.4156954,-0.04864219,0.023877466,0.76435024,-0.081747375,-0.07507774,0.06561082,-0.06244369,-0.06167301
ATP5F1,0.8708267,0.69227654,1.2973502,0.2941081,0.6388965,0.8978317,0.55968887,0.5950154,1.4290872,0.6881777,0.76193076,0.8422074,0.7032069,0.569613,1.1813493,0.657273,0.56176513,0.7734643,0.56060076,0.7492148,0.57476157,0.24663,0.82172877,0.6947722,1.2695712,0.34601614,0.5961075,0.7267271,0.4178953,0.47068095,1.2654216,0.62222826,1.3629887,1.0658729,1.4572784
PDHB,0.57410556,0.86237663,1.592626,0.42272386,0.53837913,0.5544231,0.15547206,0.27144185,0.53049505,0.79862446,0.28535977,0.19903952,0.3650908,0.46028724,0.55608416,0.46434104,0.43146637,0.2672227,0.41154167,0.37903184,0.27789906,0.41202462,0.3831856,1.0280706,0.5930412,0.23878372,0.52050644,0.5763509,0.2810058,0.87462693,0.59431845,1.2614846,0.60955334,0.4164266,1.2675833
TAF7,0.5481968,0.6017743,1.4230155,0.51042,0.5074593,0.3451948,0.53715104,0.2123177,0.44484818,0.8347435,0.60600466,0.7427162,0.6419114,0.6633631,0.8038607,0.627475,0.39920682,0.33167166,0.5137709,1.3269659,0.5182301,0.27578834,0.7185573,0.6165399,0.48440662,0.5449676,1.1787223,0.56073785,1.3007505,0.8214639,1.176728,0.41982037,0.7058829,1.1233608,1.3033334
TMED10,1.057556,0.7290129,0.52079487,0.4608499,0.8135923,0.59573936,0.5133122,0.49696636,0.9226731,1.555261,0.3863772,0.8389599,0.33281794,0.34231737,0.83789366,0.85200655,0.77301854,0.2798589,0.5877863,0.9179383,0.37900102,0.3105442,0.30141446,0.89455277,0.7199939,0.5709697,0.7478361,0.4095661,0.8165179,0.9452927,1.3926884,0.48670608,0.8095294,0.972126,1.4418875
SLC39A1,1.1605753,0.8118867,1.5995985,0.46530172,0.9545545,0.50868136,0.44616145,0.39509073,0.25254464,1.1128309,0.6157024,0.8424149,0.2750277,0.9972819,0.4574815,0.7616795,0.5480843,0.79864246,0.9131179,0.45476836,0.40951762,0.41638505,0.760224,0.54287845,0.91397095,0.4501124,0.7453669,0.49932137,0.97537,0.90896386,0.57330215,0.46041185,1.5553287,0.5335776,0.9016383
NACA,0.81601995,0.71821433,1.6565739,0.701487,0.59314805,0.95142174,0.33460614,0.55113375,0.87796664,1.0473998,0.86275816,0.6236176,1.0006459,0.40130687,1.1186293,0.67087716,0.6285388,0.39179248,0.68986464,0.68422717,0.60002536,0.36769435,1.0744593,0.7344697,0.50747013,0.24741684,0.6671007,1.1226496,0.79073626,0.7230153,1.0434138,1.2607828,1.1202425,1.1289673,1.5020368
SNRNP70,1.1271341,1.4239347,1.3147112,0.3687172,0.3480153,0.7752021,0.67303795,0.5885617,0.9452686,1.03697,1.1902378,0.66450006,0.5646929,0.557939,1.340734,1.2422106,0.59500283,0.39911878,0.7143243,0.8358925,1.3486669,0.37562913,0.771121,0.86381143,0.7101973,0.45361623,1.1240795,1.004467,0.8054557,0.43843928,1.1028091,1.1173241,0.8086088,0.37709418,0.9516554
ECH1,0.4487073,0.36950928,0.7741511,0.19536313,1.2006593,0.35326996,0.7447485,0.023534492,0.2421236,0.42435664,0.70512,0.8181869,0.37714812,0.26498756,-0.021459341,1.4166822,0.70144707,0.2115084,0.13640852,0.5176025,0.9919358,0.45340922,0.10952399,0.6311034,0.2633527,0.35925567,0.704387,0.49254394,0.47849038,0.44261134,0.5921149,0.8016359,0.96611685,0.39816195,0.7128368
AKT1,0.52198416,0.5366001,0.36352286,0.4518413,0.58331186,0.22867467,0.69390446,0.23181239,0.5388887,0.6760761,0.29876575,1.4444116,0.30567178,0.2656096,0.45061383,0.3468505,0.30736196,0.08729355,0.4902316,0.43300837,0.37265226,0.23925272,0.4478826,0.31296065,0.6674252,0.3410167,0.9762074,0.5008502,0.49442363,0.6883221,0.5497086,0.3673256,1.7049445,0.33046138,0.21045148
ARCN1,0.7055969,0.5673383,1.3030888,0.19009997,0.9060794,0.31786567,0.19578435,0.47989386,1.017946,0.5244055,0.6569469,0.6301922,0.32828262,0.45343235,0.42326742,0.6341124,0.23515509,0.26246238,0.2870665,0.8328552,0.52187836,0.4607699,0.2188339,0.91867065,0.26602134,0.44656172,0.9075209,0.66284454,1.4867996,0.5964644,0.5765006,0.5994441,0.42727235,0.94133496,1.1877211
ADAR,0.86213976,1.5672249,1.0652062,0.32144684,0.6888683,0.5543382,0.34388295,0.26291457,1.011242,0.58000666,0.3939138,0.51214135,0.5029439,0.717186,0.634819,0.8421518,0.46654508,0.6858462,0.5862315,0.8302062,0.17754716,0.26286912,0.30630514,0.5932173,0.65873986,0.40264764,0.9504276,0.37846556,1.0797793,0.4787704,0.37197378,1.2250923,1.0277023,0.5840007,1.1582729
UQCR10,0.6151,0.6877399,0.40461197,0.27552935,0.5419036,0.8170999,0.48382938,0.4506947,0.5697168,0.7408823,0.870365,0.39921746,0.4965041,0.4050624,0.51723623,0.8348804,0.42991993,0.17384727,0.43188375,0.51326096,0.42696795,0.52336895,0.67629254,0.4995667,0.5969593,0.21825509,0.56024927,0.49503255,0.26300097,0.4976901,0.93425673,0.5444885,1.8786877,1.1091323,1.2679589
PSMB2,0.6695737,0.88997924,1.3882904,0.665907,0.60644245,0.38759488,0.1513507,0.47600994,1.2555914,0.62368435,0.7740216,0.27387103,0.44750008,0.9743109,0.8542199,0.77320427,0.28428906,0.38915265,0.45316017,0.4132047,0.54028785,0.42216727,0.54305625,0.6175033,1.1906806,0.46566042,1.2443767,0.5833618,0.9980872,0.23985472,0.6270219,0.37359506,0.3791765,1.2007699,0.8371485
TPD52L1,-0.07401479,-0.07762443,0.03831918,-0.05815871,0.01911487,-0.015221771,0.18216163,-0.062211234,0.03572757,-0.074403,-0.003609965,0.13318959,0.099589296,-0.061674524,-0.07768855,0.5050953,0.20288886,-0.041478954,0.052788574,1.606708,-0.062059704,0.055517282,-0.06564356,-0.051128574,-0.08050845,0.032549705,0.83914465,0.05224251,0.21370548,0.16678023,0.055449508,0.016790282,0.35801402,0.11154152,-0.10599283
LSM7,0.33107808,0.9912277,0.6433842,0.44526845,0.18112662,0.9121924,0.17400289,0.5554803,0.70879203,0.75356305,0.5375059,0.41695118,0.45421457,0.34351048,0.57590157,0.1747969,0.26702985,0.63499594,0.4903795,1.4786606,0.4248682,0.2549731,1.1144247,0.5461915,0.65205425,0.17264435,0.5767245,1.2277167,0.27145797,0.21342771,0.853178,0.36767578,0.48785824,0.72861916,1.0386106
MLPH,-0.06079555,-0.07766476,-0.09353241,-0.061244726,-0.05021769,-0.07030003,0.3042305,0.15337081,0.13244687,-0.039381776,0.114322826,0.69301647,-0.043524068,0.025094125,0.183835,-0.05735207,0.10707345,-0.04318725,0.15064831,-0.10002368,-0.06595952,-0.045976453,-0.089157544,0.3481664,0.50799114,0.3795884,-0.052016485,-0.08175727,0.049348436,0.37135738,-0.021995373,0.14982486,1.5909214,0.11725066,-0.11558571
FAM127A,0.3264452,0.15142101,0.49416804,0.35487977,0.18646473,0.3102265,0.1172469,0.22752178,0.12594609,0.5197563,-0.074996255,0.46671125,-0.067188874,0.48357,0.39476338,0.3972542,0.02397967,0.15690926,0.30266646,0.37373695,0.45676258,0.3448417,-0.08860155,1.4074874,0.7868669,0.64080006,0.92253125,-0.081183776,-0.07991682,0.119994305,0.559947,0.15750772,0.13241932,-0.09398961,0.654439
CRTAP,0.76831263,0.26226276,0.65170276,0.07498655,0.18731517,0.25644466,0.0773622,0.47673297,0.15667813,1.5204189,-0.022975652,0.054085728,0.1578607,0.39764377,0.37683827,0.10289109,0.10462844,0.032538395,0.35754383,0.026673086,0.025952715,0.089291476,0.037506845,0.8310599,0.7160498,0.38160643,0.21690302,-0.002096562,0.000900129,0.18905292,0.68860596,0.24338697,0.053691555,0.31619126,0.40150997
MANF,0.69397354,0.59747124,0.81652147,0.9375556,0.28389508,0.3907775,0.06370648,0.36115783,0.4757105,1.3626988,0.1801989,0.09665642,0.19674785,0.24662068,0.23735677,0.27722898,0.1512442,0.109346904,0.5255603,0.4037158,0.5077014,0.1535623,0.4945716,1.4104291,0.5478747,0.23523873,0.40133104,0.3970935,0.18904844,0.21200171,0.70638514,0.746713,0.3833609,0.71537626,0.390087
CADM4,0.58273596,-0.016308196,1.1640596,-0.022821518,0.20465584,0.035947725,0.03696038,-0.06098022,0.08080842,1.2639732,-0.050257828,0.015955584,0.02860027,-0.033547558,0.053063456,-0.03731103,-0.020437183,-0.0360345,-0.049495935,0.08777277,0.4766971,0.22082528,-0.03710507,0.001642669,-0.002371351,-0.041096747,0.17062601,-0.039398223,0.30098337,0.006860106,0.67413926,0.036814947,-0.010012372,-0.007016514,0.12232427
ZNF664,0.24800539,0.37589663,0.4467609,0.20514046,0.5901977,0.6252815,0.4003202,0.058792107,0.7764636,0.35639584,0.63383937,0.39252034,0.7125784,0.35912478,0.6263222,0.39186412,0.27060816,0.13037702,0.17977527,1.1620145,0.3752043,0.15627714,0.36209065,0.26734963,0.22989342,0.1610761,0.59475166,0.6334795,0.9797344,0.5663183,0.28508076,1.5991707,0.69999945,0.7465619,0.8705358
GLUD1,0.491235,0.4036061,0.85703856,0.27723816,0.32338038,0.27208775,0.25638422,0.24641679,0.94890666,0.35596463,0.49158812,0.33412078,0.46177474,0.18435958,0.42690864,0.36758035,0.35831907,0.14470875,0.2664925,0.28915185,0.38768473,0.44372997,0.28652686,0.67922753,0.45903268,0.25933996,0.41216648,0.66140413,0.44588876,0.35920322,0.2391941,1.3484586,0.5285754,1.0724409,1.5775901
ISYNA1,0.46013463,1.0768303,0.06378528,0.8356916,0.38752666,-0.010867287,-0.04086882,-0.029203195,0.6658766,0.24350913,-0.050333064,0.38493112,-0.05241351,0.37100822,0.2799914,0.1717185,-0.035322394,0.286351,-0.06475961,-0.07715498,0.11198187,0.13255785,-0.084252246,-0.036978837,0.19200757,0.22562928,0.029056579,-0.048752367,0.09633341,0.495211,0.32466012,0.07477278,0.45191976,-0.08928506,1.1594069
BUB3,0.9889436,0.5563913,1.3376708,0.4893559,0.5464265,0.3105507,0.33183685,0.84132785,1.557038,0.6197227,0.6077302,0.5547951,0.40084445,0.42707977,1.1304741,0.68158996,0.4926353,0.31526878,0.6743005,1.0499263,0.31175625,0.25663987,1.1044054,0.47184303,0.75686425,0.33003637,0.80869657,0.83315665,0.9690073,0.3876926,0.3654457,0.3678998,0.7439632,0.8392343,0.9407082
SNRNP25,0.5676925,0.62723887,0.5380121,0.28676745,0.30547896,0.6032589,0.253742,0.2313099,0.29212806,0.2726531,0.37099773,0.57776403,0.2604031,0.25273082,0.40689775,1.5876528,0.23986031,0.078098655,0.49262813,0.45056686,0.6655752,0.08332309,0.642102,0.14925765,0.5083725,0.12960473,0.55947465,0.3934603,0.29445964,0.2664843,0.3597275,0.13094547,1.4638727,0.32403603,0.5475102
NCAPD2,0.85077053,0.66615635,1.4507307,0.86130756,0.8251214,0.73304665,0.090877265,0.68801206,1.0565969,0.76381785,0.44164452,0.33492744,0.73206747,0.7341794,0.79862434,0.61161494,0.17253236,0.9512113,0.39758572,0.9120967,0.26676977,0.15748571,0.22338139,0.29948327,0.43300402,0.14716339,0.30431592,0.7963921,1.0419775,0.07679751,0.541171,0.41031498,0.43932775,0.59043604,0.6939457
GPT2,0.0745916,0.19341987,0.12588911,-0.027223453,0.039585516,0.19257988,0.03701641,0.023268566,0.07135495,0.030831005,0.33834636,0.000725114,0.06577325,0.056817766,0.4245834,0.19240662,0.12145729,-0.022676324,-0.001278393,1.8357412,-0.013667295,0.31539574,0.05225315,0.08163869,-0.023265256,-0.033566717,0.03305895,0.34442452,0.047058154,0.003785627,0.022238458,0.029982945,-0.007676131,0.14147165,0.38496423
EMILIN1,0.21216828,-0.065453425,0.7389027,-0.055951823,-0.07625552,-0.06711837,-0.045138925,-0.044424485,-0.097742505,0.94504124,-0.07408586,-0.06442797,-0.06663198,-0.07505142,-0.09247979,-0.07898846,-0.06020614,-0.043481596,-0.06672321,-0.09184709,-0.061692074,-0.045323417,-0.08783615,0.8766754,-0.07833946,-0.050876033,-0.10090296,-0.077579506,-0.08282179,-0.059865125,1.0736778,-0.06911612,-0.09626686,-0.091206215,-0.026625447
RP11-498C9.13,0.21143043,-0.075766146,0.12620644,0.18581703,0.26011574,0.9208421,0.18493205,0.39033964,0.68622917,0.18667294,0.23265667,0.2219182,0.28381035,0.05348585,0.3321615,0.22192337,0.29064566,0.14698745,0.2518809,1.395946,0.75934714,0.33666274,0.18012072,0.32752848,0.11521591,0.19844633,0.025255833,0.5485575,0.4083952,0.22779667,0.2421486,0.36062828,1.3025659,0.55705434,0.43774092
NCLN,0.25254995,0.38414115,0.56251466,0.2760916,0.11282266,0.2817851,0.07309905,0.16202171,0.5437995,1.9163867,0.16707179,0.06555721,0.21716918,0.20340265,0.26788834,0.19841588,0.121163234,0.2636364,0.24596076,0.49817216,0.14364785,0.08835643,0.2886446,0.20789629,0.4706098,0.09734566,0.6152743,0.21679874,0.17718773,0.10730337,0.49814716,0.08726512,0.11183428,0.18217947,0.27098328
HSD17B10,0.67583287,0.85737944,1.3505474,0.7305523,0.7916638,1.2672459,0.5672173,0.22233148,0.7166879,0.6305201,0.73896563,0.9864203,0.46562734,0.9525414,0.4830487,0.8099297,0.36174974,0.48171914,1.3063254,0.967304,0.57929623,0.6766459,0.6017228,1.1142396,1.013432,0.2612317,0.9492829,1.5454897,0.45533857,0.9433374,1.0261205,0.21158661,0.7976516,0.8020654,0.91149503
OAF,0.17335054,0.013630179,0.6664543,-0.03027674,-0.041275352,0.027196357,-0.044052463,0.06808851,-0.041795004,0.11618089,0.0470361,-0.05765185,0.026056414,0.11523149,0.15244012,-0.041976403,-0.025895841,-0.030944021,-0.025278777,-0.089063704,-0.006726468,-0.013199604,-0.0506343,0.1994608,0.062344383,-0.004410533,0.01642405,-0.016937854,0.036758114,-0.052109953,1.7421943,-0.0523045,-0.08954995,-0.010164014,-0.11201883
TMEM147,0.9865035,0.6279614,0.92523026,0.6850718,0.9114296,0.3409544,0.90385765,0.4709909,1.0091234,-0.10081647,0.47477198,0.55518204,0.505666,0.8797259,0.71739906,0.81649303,1.3859727,0.5108532,0.817289,0.6583315,1.6341814,0.86809236,0.81464696,0.87146723,0.9332263,0.36309057,0.81007636,0.51939106,0.8934837,0.31364226,1.2927254,0.740115,0.78911555,0.92063105,0.80562574
GPATCH4,0.9121674,0.59694165,1.8116487,0.26475552,0.066218585,0.5061045,0.2516995,0.13321796,0.6906645,0.87404436,0.35656738,0.23413807,0.21880747,0.5375019,0.2738386,0.23335645,0.2840171,0.5490972,0.66717845,0.34887072,0.25641307,0.19068226,0.5804324,0.49273518,0.41933632,0.116523184,0.38269627,0.5101315,0.21387531,0.1857707,0.5180775,0.17546242,0.51267296,0.2728008,0.3364154
C1S,-0.08998312,-0.029364742,-0.11677996,-0.050726213,0.17030033,-0.055586107,-0.042471614,-0.062381234,-0.09384847,-0.009527769,-0.07490665,-0.06562929,-0.06249544,1.7217885,-0.054958124,-0.06667711,-0.058199327,-0.038720783,-0.006197413,-0.094629705,0.31545013,-0.04484454,-0.086650364,0.4366559,-0.080118574,0.04769792,-0.05473893,-0.08009023,-0.07876562,-0.060429316,-0.060777064,-0.0745562,-0.09264196,-0.091035254,-0.09529876
SF3B3,0.5919074,0.50824416,1.0013398,0.18560281,0.16574636,0.48108768,0.1691132,0.33575135,0.69415146,0.45600665,0.35351068,0.8053594,0.2401641,0.18769844,1.3415891,0.9697595,0.0958708,0.12468255,0.27989104,0.40180254,0.16494533,0.07183803,0.22553098,0.25736648,0.24986248,0.15671295,0.4421873,1.2705106,0.4860125,0.30054733,0.21301197,0.3486719,0.36822894,0.36528563,0.5700563
SLIRP,0.85279477,0.68919456,0.9749668,0.4127216,0.32756594,0.39460918,0.37277615,0.4525028,0.62718606,0.7886316,0.31654078,0.5467618,0.58335185,0.2594117,0.84975016,0.50155324,0.56757885,0.37684757,0.8396626,0.73280156,0.52550834,0.32433558,1.4668237,0.42983872,0.461005,0.22597557,0.48743886,0.53091717,0.622611,0.400799,1.3621839,0.26905325,1.3849175,0.62606394,1.0054255
LONP1,0.8298589,1.1098647,0.85911137,0.324965,0.13936323,0.72360486,0.2137095,0.2543709,0.6734102,0.8077372,0.23446746,0.1467571,0.45417684,0.5081233,0.8746616,0.095968485,0.57075053,0.14551005,0.39220458,1.4180748,0.14298166,0.17550261,0.2069874,0.5755371,0.45863676,0.13393074,0.6730474,0.46198392,0.1530959,0.15710554,0.43091834,0.20984897,0.20057797,0.54184306,0.563397
DSP,0.043207124,-0.076986074,-0.06636127,0.11886061,0.15904966,0.25236863,0.3168847,-0.062310785,0.6657556,-0.08729009,0.16945185,0.3533278,0.65196276,-0.038754836,-0.09006906,0.78586423,0.14329617,0.028419452,-0.065832205,0.80204654,0.27373445,0.56476015,-0.066518135,-0.09225728,-0.08207219,-0.046944436,0.83964324,0.7862901,0.7847494,0.44262534,-0.08084037,0.09755412,0.12874325,0.24752715,0.32469305
