,A2058_SKIN ,A2780_OVARY ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,MDAMB436_BREAST ,NCIH1650_LUNG ,NCIH460_LUNG ,OVCAR4_OVARY ,SKMEL30_SKIN ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE 
76,-0.44689214,-0.5722745,-0.69707406,-0.45783916,-0.7811534,-0.96139616,-0.48754197,-0.122204095,-0.14950176,-0.42700383,-0.3008387,-0.8959777,0.4915296
77,-1.2694416,0.84254473,0.77581936,-0.4554686,-0.20165549,0.2308868,1.7793306,0.43904752,-1.3606181,-0.89982426,-0.8774351,0.045072854,-0.06546489
78,-0.57167614,0.22702901,0.18883601,0.6477865,-0.047122717,-0.82661635,-0.07211894,0.312254,-0.000997237,1.2970287,-0.14587876,-0.15815906,0.5182248
79,-0.18687531,-0.5397649,-0.16579975,-0.44503814,0.1625192,-0.33184776,-0.19940245,0.13479559,0.24584213,-0.76219004,-0.88845253,0.15299651,-0.023153061
80,-0.62090653,1.2196565,1.3261163,0.59563434,0.06593623,0.032748945,-0.15707192,-0.33798933,-0.069150105,0.23242258,0.758651,0.011893621,-0.051716883
81,0.95597297,0.6648254,-1.1672041,0.79950184,1.0942609,1.7860385,2.710602,-1.1071508,-0.35436124,0.045381315,-0.822348,0.8541356,0.03904666
82,1.3930182,0.28771365,1.0815399,0.79950184,2.679358,2.1949859,1.6829923,2.560148,0.701149,0.59121245,2.8189075,3.1292832,-0.17745107
83,1.4382299,1.054941,0.19970606,1.1882724,0.6397528,0.5995154,0.0569162,1.1609567,0.35923928,0.93823886,1.2764695,1.4776134,0.22457802
84,-0.9981721,3.742404,3.9077559,0.26233467,-0.64820975,2.1546671,0.85389787,-0.2592356,-0.50842106,-1.0498102,3.033747,0.8249671,-0.17745107
85,-1.1790185,-1.2727487,-0.19705118,-0.6749817,-0.6737758,-1.0247542,-0.5882594,-0.014836503,-0.6790896,-0.83453625,-0.6460694,-2.328883,-0.07702389
86,1.3628772,1.0029256,1.3940543,0.15281516,2.0828161,0.95662427,-0.001470733,0.7540625,1.3368607,1.0382295,1.1442605,0.33274773,0.31801108
87,0.38329297,0.35273296,0.4633051,1.3873987,0.59430194,0.6974323,-0.3693084,-0.26711097,0.102663845,-0.14518908,-0.5375479,-0.4686583,-1.4438695
88,-0.37204188,-0.11020426,0.36139825,0.28888488,-0.42720518,-0.3785023,-0.31967953,0.27550226,-0.21003751,-0.34693488,-0.5595827,-0.6152303,0.17519197
89,-0.45678848,-0.60261685,-0.3787171,-0.00127074,-1.4623475,-2.096081,-0.8159684,0.12298254,-0.98262745,-1.9967804,-0.31411466,-0.49017012,-0.7524648
90,-0.80677634,-0.48168102,0.08149416,-0.35069016,-0.09825486,-0.22529104,-0.18451378,-0.69500625,0.09808212,-0.510449,-0.6956478,-0.5350168,-0.43479243
91,-0.099968605,0.82087165,-0.37117597,0.4154724,-0.08177894,0.40368143,1.4552832,0.4049209,-0.7191795,-0.07990109,0.18794893,0.8504895,-0.6456842
92,-0.4556331,-0.61171955,-1.4117806,-0.77454495,-1.081697,-1.0708328,-0.46039203,-0.4114928,-1.3949809,-0.5192717,-1.5880585,-0.4004768,0.10792017
93,0.8253617,-0.35810104,-2.5191681,0.12389442,-0.67775273,0.27696538,0.09778704,-0.19885772,-0.7649966,0.45593104,-0.62623805,0.49682087,0.6116578
94,0.23761122,0.3223906,-0.298958,1.0223337,-0.6141216,-0.6296305,1.0670102,0.4442978,-0.36180648,-0.5945588,-0.24294218,0.2160735,-0.16009922
95,2.1013331,2.2859726,-0.05506101,0.49607116,1.2476574,3.0359197,1.9486527,-0.5007471,3.2210867,0.3912312,0.100911334,1.9114958,0.44881734
96,-3.0628343,-1.4461334,-1.173998,-3.7566998,-1.2066866,-0.13025399,0.051077485,-1.259408,-2.918398,-3.4554672,-2.0452812,0.27076453,-0.35737643
97,-0.18436357,0.109994344,0.3478107,-0.38150734,-0.4807235,-0.84389585,-0.5911788,0.004851931,0.6037878,0.56768525,1.0946821,0.04033296,0.28063783
98,0.081882425,-3.4790692,0.013556272,0.35383803,0.29319033,0.1732886,1.3910576,0.56242836,-0.047386993,-0.047551177,0.72559875,0.6608939,0.60097975
99,-1.0584542,-0.2970263,-0.40500906,0.26233467,0.00060064835,-0.5881598,-0.42156473,-0.02848715,-0.29880804,-2.0085437,0.54381144,-0.40740433,0.3046635
100,-0.4538246,-0.68410766,-0.62641865,-0.39999765,0.28182757,-0.548993,-0.2335588,0.22930008,-0.047386993,-0.40745863,-1.048205,-0.70638204,-0.332283
101,-0.12659322,-0.87396395,-0.2826529,0.3206503,-0.75445104,0.1732886,-0.69043654,0.43642238,-0.25184557,-1.8967898,-1.1749054,-0.07561204,0.019559193
102,-0.26473972,0.30938676,-0.46540585,-0.068120316,0.3272784,0.39216182,-0.08496406,0.22037466,-0.2242408,-0.24282701,0.49974176,0.8322592,0.1287424
103,-0.58373255,0.05797889,0.16709591,0.40124908,-1.2066866,-0.4007352,0.34009278,0.24793847,0.12041795,0.46769464,0.3950763,-0.55689317,-0.07171823
104,-0.31145835,-0.014842657,0.12361564,-0.9926358,0.9465457,-0.0023859704,-0.2894351,0.40229577,0.3684027,0.024206793,-0.073163815,-0.23749751,-0.5148779
105,-0.31397012,-0.78987235,0.018311905,-0.07807663,0.41249874,-0.5916157,-0.45280173,0.10250656,-0.23999041,-0.55867976,-0.5364461,-0.33375376,-0.6937354
106,-0.428908,-0.36247903,0.08149416,-1.2581377,1.1965252,0.7607903,-0.58534,0.31514165,0.027065706,-0.000496779,0.11247961,-0.056287874,-1.3931485
107,-0.035165336,-0.4747456,-0.47016147,-0.022131603,-0.63173383,-0.37049615,1.250929,0.095156215,-0.40246913,-0.77689457,-0.15744704,-0.08691485,-0.4508095
108,-1.470382,-0.12710926,-1.5612439,0.5197767,-0.23176663,-0.44721696,1.8990237,0.23113766,-1.2518027,0.37358585,-0.084181234,0.50775903,0.0046098996
109,0.12709399,0.5261177,-0.19840994,0.9038061,0.007986412,0.92782515,-0.033583555,0.15369649,-0.15551524,-0.337524,0.5107592,1.1020683,0.17732757
110,2.2118504,-1.0040025,-0.9063227,2.1981277,-0.4300458,1.7457197,3.0609238,-2.7662296,1.4227676,-1.9908985,-0.018627627,1.0145626,-0.19026476
111,0.9057379,0.7731908,-0.51975614,0.268024,-0.71354526,1.7226806,-0.77217823,1.7332339,-0.44828618,-0.011084012,1.2213824,1.0255009,-0.9473394
112,-0.96803105,0.16634434,0.5720057,-0.070964985,-0.06303049,-0.7517387,-0.20670082,-0.35111496,-1.0742615,0.6794395,-0.38605842,-0.79024166,-1.2943765
113,-0.22857045,-0.5592707,-0.32878274,-0.9547069,-0.19483784,-1.001715,-0.51410806,0.04821899,0.53506225,-0.634555,-0.38881275,0.24159601,-0.4027582
114,-0.10700153,1.0679449,-0.26634783,-2.1115365,-0.712409,-0.71314794,0.045238797,-4.236299,0.17883469,0.047734033,1.2874869,-0.09209227,0.21923897
115,0.30794033,-0.13577852,0.66032493,0.57666993,0.21933272,-0.2103155,0.07735162,0.23743796,-0.5089938,1.3440832,-0.45161203,-0.43620828,-2.015146
116,-0.8293822,-0.48601562,-0.31818444,-0.30375323,0.9124576,-0.64403003,-0.68167853,0.18546051,0.18685266,-0.44180837,-0.79590625,-0.13329285,-1.5212853
117,-0.22505398,0.15767512,0.4904802,-0.40758342,0.42954275,-0.19994783,-0.07124312,0.25345123,0.7584203,-0.26164877,-0.12549654,-0.76836526,1.0067462
118,-0.01507132,1.4060451,1.5095485,-0.27862537,1.3101523,0.44400018,2.135491,-0.62675303,0.6381506,0.45004922,1.0120515,0.73016924,3.1583757
119,0.28784633,-0.09806732,-0.5183974,-0.067172095,0.2534208,-1.0881122,-0.30829406,0.00091424776,0.15306258,-0.032258507,-1.1143095,-0.14393938,-0.24552374
120,-1.4352175,-0.55710334,-0.3362559,-0.5739962,-0.49407464,-1.5892166,-0.6466463,-0.92339206,-1.9963298,-0.4273803,-1.7753545,-0.82670236,-1.6734477
121,-0.4508105,-1.0863602,0.19970606,-2.0641255,-2.325913,-1.4567407,-0.5138161,-0.061826233,-0.07086824,-0.97452307,0.01772986,-1.7528039,-0.91263574
122,-1.3548412,-0.49728563,-1.1332352,-0.57826316,-0.6783209,-0.7759299,1.2655257,-0.36949086,-1.5667949,-0.25517878,-0.89947,-0.17624356,0.0016734349
123,2.3575323,0.3830752,1.366879,1.6149719,2.0203214,1.7054012,0.59991467,1.3630913,1.5659459,2.3498712,1.3370652,1.2369729,3.8791451
124,1.2674305,0.12299816,1.4959611,1.1408614,0.83291876,0.899026,0.24959308,0.46267363,1.2051365,0.0947884,1.2434171,0.50411296,3.5854983
125,1.1418428,0.25737134,1.4619921,-0.33077753,-0.043145735,0.72623134,-0.00906104,0.62543136,1.3884048,0.75590295,1.3921523,0.4311916,0.81988007
126,-0.3159795,-0.33603784,-0.15425031,-0.60955447,-0.7947886,-1.2148284,-0.6612431,-0.030062223,0.11640895,-0.31576133,-0.24476005,-0.44058356,-0.19266732
127,-0.701785,-0.7244196,-0.3959733,-0.45404622,-1.5077983,-0.6492139,-0.70503324,-0.28548685,-0.44427717,-1.2497914,-0.5392005,-0.014358079,-0.73110867
128,0.20747015,0.8642178,0.6875001,1.3494699,1.5487691,1.3137332,1.2976384,-0.09674039,1.3024979,1.1911563,1.5904657,0.89424235,0.58496267
129,0.58423334,-0.11627272,0.30025417,0.27323925,0.5602138,-0.45194003,-0.35879877,-0.22248387,-0.4935305,0.53239447,-2.0507898,-0.91785413,-0.8058551
130,-0.77964944,0.17934819,0.100516744,-0.64463866,-0.3987984,-0.7333073,-0.63496894,-0.46662042,-0.32171658,-0.5863242,-0.22784832,-0.15327331,-0.22737102
131,0.07585422,1.5057414,1.271766,0.21113075,-0.7464971,0.2020877,0.76339805,0.1665596,0.15878974,0.057733044,0.41711116,-0.23129919,-0.8111942
132,-0.36822402,0.16634434,0.07945601,0.23483628,-0.9135289,0.14967333,0.07443226,0.18336041,-0.5376294,-0.5957351,0.49974176,-0.013264259,0.53691137
133,1.6542408,0.7168408,0.30704793,1.3921399,1.7987485,0.17904837,0.55904377,0.6621831,-0.23489326,1.7969818,0.2639691,0.56974226,0.5716151
134,0.32301086,0.8382101,-0.15764722,1.6149719,1.8214741,-0.53689736,0.93563956,0.26710185,0.08834601,0.5970943,0.5383027,-0.12617208,-0.6883964
135,-0.81230223,0.26170596,-1.3098737,0.13479896,0.57157654,-0.36007085,-0.0642367,0.48629975,-1.3949809,0.15301828,-0.73200524,-0.5350168,-0.5736072
136,-0.23158455,-0.53586376,-0.77724075,-0.08234364,-0.3181232,0.46127963,-0.35763103,0.13952082,-0.4013237,-0.58514786,-0.3695323,0.018456548,-0.69907445
137,2.759413,2.4680264,0.16505773,1.0128516,1.5203624,1.2388555,1.3822995,-1.325036,2.2245657,2.0381358,0.532794,1.240619,0.20856091
138,-0.33105004,-0.054287694,0.41574857,-0.33788916,-0.35902894,-0.3301198,-0.48929358,0.080613025,0.17196214,0.4088766,-0.12274219,-0.15546095,0.9159826
139,-0.18687531,-0.07769463,0.8233758,0.2585418,0.5545325,-0.24775437,-0.45484528,0.06976601,1.2566808,0.0071495697,-1.202449,0.35097808,-1.4011571
140,0.91578496,0.7298446,0.087608546,1.0270748,0.41818,3.1914349,-0.36201003,2.0141222,-0.33947068,1.3382013,1.5739396,2.035462,1.4979371
141,2.2419915,2.2122838,-0.20928001,1.2451657,0.83291876,0.7204715,0.56780183,-0.12824188,0.11010909,3.1027417,-0.48521513,0.08554423,0.726447
142,-0.8931807,-0.66720265,-0.5523663,-0.86462593,-2.4452212,-0.64978987,-0.7371461,-0.36949086,-0.7764508,-2.361452,-0.23715805,-1.0819272,-1.0300945
143,3.3170223,0.8988947,-0.07951862,0.7710552,0.6624782,1.8666761,2.3340063,-0.69238114,2.5223768,0.8264845,0.06730821,1.2005123,1.0067462
144,-0.55107975,-0.82628316,-0.09174747,-0.40473875,-0.9322773,-0.9400849,-0.7021139,-0.008798716,-0.21605101,-0.93805593,-0.37228665,0.031217787,-0.2313753
145,2.4680493,1.5144106,0.0318995,2.0084836,-0.28744388,2.2813833,1.7267826,-1.5035446,2.8660045,1.8205091,1.5904657,0.7010007,0.7771678
146,-0.39484861,-0.31003013,-0.11212882,-1.2154677,-0.30960116,0.07709957,-0.1392639,-6.3101473,-0.34748867,1.0264659,0.15710014,-0.0903057,-0.14274737
147,0.5591158,2.337988,0.5720057,0.8326895,0.73633575,0.513118,0.4393506,-0.3012376,1.4628575,1.438192,1.2048563,0.7338153,2.4295979
148,1.5336766,1.167641,0.69429386,2.7338727,1.6339893,1.2676545,1.040736,1.3184643,2.3162,2.2616441,1.4307133,0.99997836,0.9960681
149,0.5741863,1.2760065,-0.37450492,-0.43271127,2.2930262,3.093518,0.95023626,1.6571053,1.4399489,-0.32105497,2.995186,0.18143584,-1.5773453
150,0.8856439,-0.62082225,-0.064572304,1.211978,-0.08064267,0.899026,2.6171832,-1.658427,1.1650467,0.014795919,-0.32436088,0.28899488,0.27796835
151,-0.9981721,-0.5228599,-0.6372887,-0.5005091,-1.1953241,-1.2263479,-0.304207,-0.22773412,-0.4362592,-1.0674555,0.1807876,-0.600646,-0.28610036
152,-0.4581448,-0.9173101,-0.14338025,-0.25207517,-0.30278355,-0.547841,-0.25656328,-0.12902941,-0.1509908,-0.52221256,-1.0812573,0.09757625,-0.026890388
153,-0.93788993,-0.32346743,-0.21131815,-0.31655422,-1.2975883,-0.5668484,-0.89187145,0.18099779,-0.64071774,-1.1086283,-0.49953777,-0.32792005,-0.74979526
