,A2058_SKIN ,A2780_OVARY ,A375_SKIN ,A427_LUNG ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,EFM192A_BREAST ,ES2_OVARY ,HCT116_LARGE_INTESTINE ,HT144_SKIN ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,LOVO_LARGE_INTESTINE ,MDAMB436_BREAST ,MSTO211H_PLEURA ,NCIH1650_LUNG ,NCIH2122_LUNG ,NCIH23_LUNG ,NCIH460_LUNG ,NCIH520_LUNG ,OV90_OVARY ,OVCAR4_OVARY ,RKO_LARGE_INTESTINE ,RPMI7951_SKIN ,SKMEL30_SKIN ,SKMES1_LUNG ,SKOV3_OVARY ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE ,T47D_BREAST ,UACC62_SKIN ,VCAP_PROSTATE ,ZR751_BREAST ,DLD1_LARGE_INTESTINE ,PA1_OVARY 
SKMEL30_SKIN ,0.7548034642018882,0.732625117210933,0.6937780651023011,0.7759567615420008,0.6795089080309146,0.6206034979819335,0.4808938898887006,0.7512390870069132,0.6309471808222529,0.810703615047263,0.5246988179884041,0.42692735543014226,0.5791006354143006,0.6566549601337224,0.65736550591442,0.5780639374719713,0.5504341900651722,0.6633410794471721,0.6653795304573702,0.528267491365704,0.47440579153052725,0.6460433665892056,0.4498395447847687,0.7291073331819056,1.0,0.7296431545903005,0.7309943564027747,0.6174817558634588,0.47964752269960803,0.4652036412559188,0.7203361696923104,0.585134450404487,0.39416071147764403,0.4013011141590807,0.4775974233979231
SKMES1_LUNG ,0.7548267607848619,0.7064514062399897,0.7132190635938473,0.8165161124991992,0.8678617813732171,0.6608134001945265,0.6318324509752532,0.6596252744628681,0.7560964245569282,0.700906819492251,0.7258013319890879,0.572868799468838,0.6661250211125284,0.8543264666655018,0.7028520841705543,0.7603596992411138,0.7244130717127065,0.7461371353356746,0.8105871321323945,0.6483147834291405,0.6847273426170216,0.8393700603963914,0.5871379565402245,0.7643434149296152,0.7296431545903005,1.0,0.902853248999703,0.7413263909516071,0.7234113186448378,0.6045521523130595,0.7397189267264224,0.6540806877151294,0.5877669642805141,0.5633754419070582,0.5769922946551814
SKOV3_OVARY ,0.7435046214596474,0.6960145370677756,0.6576334166186175,0.8050308970931689,0.8329984449530865,0.5769573497807209,0.6404288900925457,0.6349075999277806,0.7496898642391627,0.7046342727680418,0.6411180062753417,0.5140099825858042,0.577702840435879,0.7741396280700529,0.6720656497708198,0.7429222068853051,0.6815473590411126,0.6867541453357329,0.7898997664517556,0.573090117007088,0.6315062988136215,0.7878496671500708,0.5026179535116687,0.7220135236664162,0.7309943564027747,0.902853248999703,1.0,0.6919842282133268,0.6390893365715584,0.6001490981310317,0.6878141398610359,0.5794617324503928,0.46570451778985317,0.5123559251946721,0.5302360526269809
SW620_LARGE_INTESTINE ,0.6429565693451913,0.7048555903062919,0.6883849061438914,0.706730965235674,0.804483427393287,0.7550247817401383,0.8082341772520516,0.6389845019481768,0.7355255417911578,0.5456350939725916,0.8789243936355873,0.8413852148236157,0.8330217415360602,0.6906330264008527,0.7076278836801612,0.8378790790860751,0.7111922608751361,0.8318918572618361,0.7929749154042831,0.6650650265872253,0.724983837995562,0.8153629316420014,0.6093861932801007,0.5567242674680691,0.6174817558634588,0.7413263909516071,0.6919842282133268,1.0,0.8383217141625752,0.7892125172540317,0.5880348749847116,0.7161893779229932,0.7274299792077997,0.7018969242686329,0.5442955404516042
SW837_LARGE_INTESTINE ,0.5996482215970973,0.5832707237665915,0.57149430107339,0.6642612944746329,0.7997775176326012,0.6357462769148335,0.8161084222971595,0.5022568564755765,0.7891426275051107,0.4651337515069977,0.8234608922069763,0.7544540154572829,0.6899807220775893,0.6624092161282243,0.6386001083291108,0.8260094700609788,0.6626538302494481,0.8191369780837395,0.7724040326385128,0.5588093116442145,0.6522984991176419,0.7485017385075045,0.5463922329192366,0.44412023366472725,0.47964752269960803,0.7234113186448378,0.6390893365715584,0.8383217141625752,1.0,0.7584610277287579,0.5494673818717639,0.6143833103279577,0.6903767639881421,0.7323921513811962,0.49787709887652226
T47D_BREAST ,0.60155854140094,0.7025026354259489,0.5829795164794204,0.6330205767069115,0.6900040186605629,0.6509472973051678,0.788362191975492,0.5155359087705811,0.7227706626130612,0.4872655053320054,0.6868493318258462,0.8092941717773545,0.6796719841117305,0.5578075585763458,0.5422803860243799,0.7673486741332215,0.5987745997355838,0.7410118870814624,0.6611744972306187,0.5261242057321243,0.606252802870139,0.7265447090547994,0.5391236990314445,0.399763539682817,0.4652036412559188,0.6045521523130595,0.6001490981310317,0.7892125172540317,0.7584610277287579,1.0,0.489269011467743,0.7068474481505426,0.6724966365558331,0.578459979382524,0.4207537609421138
UACC62_SKIN ,0.7951182010378628,0.697272552548355,0.7965276443077711,0.7968537964694028,0.671378400573096,0.6420363543177304,0.5025247671797739,0.6970162901356444,0.6436904117088627,0.8660446479012691,0.5682460825249708,0.4545338062539677,0.5711565006202716,0.7377736620481191,0.6575402302867227,0.640254165720243,0.5758507620894705,0.6894798455436549,0.6861367858869301,0.5323676899690738,0.49779556083611437,0.6912503858496555,0.5655653207065854,0.75254369565344,0.7203361696923104,0.7397189267264224,0.6878141398610359,0.5880348749847116,0.5494673818717639,0.489269011467743,1.0,0.5909236512734495,0.4913424073524016,0.4129261090629532,0.46789439658938026
VCAP_PROSTATE ,0.678635286169401,0.8430509205062348,0.7698647050943803,0.6974822217951182,0.6594389017990786,0.909283105900442,0.6233757913558029,0.6964455238527889,0.707418214433398,0.5779823994315634,0.7379272387384702,0.6670102912655286,0.857261836120187,0.6503765310223123,0.719986720947705,0.5622339093413473,0.7282104147374184,0.6735799276641099,0.705519542921042,0.7530911653533218,0.6471150094059954,0.6837838310065871,0.8163879812928438,0.5242837756772025,0.585134450404487,0.6540806877151294,0.5794617324503928,0.7161893779229932,0.6143833103279577,0.7068474481505426,0.5909236512734495,1.0,0.7674069155906558,0.6084776265441266,0.6039580894472303
ZR751_BREAST ,0.522280269541465,0.5857984030192371,0.6812561517539415,0.5773184468168131,0.648885549711996,0.749060856498873,0.6556299104828799,0.5047495908537615,0.5893394836312383,0.4490358126721763,0.7868094363117489,0.7881991158946762,0.8273373752904792,0.5873592740784745,0.5915293624307655,0.6065673067402839,0.707348324684477,0.6364218778210706,0.6715647732368855,0.6717394976091882,0.6397066960203612,0.6227700801984869,0.7823283769853057,0.45861070827436384,0.39416071147764403,0.5877669642805141,0.46570451778985317,0.7274299792077997,0.6903767639881421,0.6724966365558331,0.4913424073524016,0.7674069155906558,1.0,0.6124846388156017,0.4742543637411983
DLD1_LARGE_INTESTINE ,0.4731011828840005,0.508500340712526,0.5216163169267147,0.5359437154555355,0.6722403741431225,0.5872078462891456,0.6671034775974234,0.4792281842060816,0.7112970954985177,0.3870203087962073,0.7796748369995523,0.6205452565244993,0.6696078602670953,0.5184246850593189,0.6277322523718833,0.6796603358202435,0.58338720668146,0.6914600550964187,0.6021293076837955,0.478133244806318,0.5743131876132068,0.5998578908438604,0.5630609380369135,0.3574220001281312,0.4013011141590807,0.5633754419070582,0.5123559251946721,0.7018969242686329,0.7323921513811962,0.578459979382524,0.4129261090629532,0.6084776265441266,0.6124846388156017,1.0,0.7733358959574604
PA1_OVARY ,0.548931560463369,0.6230962323601186,0.543025876679538,0.530538908205639,0.5515640743393962,0.6122050798199175,0.40453933919242396,0.6105859673032458,0.6410229529583749,0.48308376868822767,0.5577043480310313,0.39174951513986683,0.5729736340922196,0.5608477626544127,0.6794157216990198,0.4842835427113728,0.5278365045806906,0.5347439414323905,0.6124263973581675,0.4840505768816359,0.49100460689928305,0.5487451877995795,0.5839463246728286,0.4659141870366164,0.4775974233979231,0.5769922946551814,0.5302360526269809,0.5442955404516042,0.49787709887652226,0.4207537609421138,0.46789439658938026,0.6039580894472303,0.4742543637411983,0.7733358959574604,1.0
